mondoid,name
MONDO:0019771,oromandibular dystonia
MONDO:0019772,blepharospasm-oromandibular dystonia syndrome
MONDO:0019773,myelomeningocele
MONDO:0019774,Holmes-Gang syndrome
MONDO:0019775,Chudley-Lowry-Hoar syndrome
MONDO:0019776,Juberg-Marsidi syndrome
MONDO:0019777,Carpenter-Waziri syndrome
MONDO:0019778,Smith-Fineman-Myers syndrome
MONDO:0019779,Renier-Gabreels-Jasper syndrome
MONDO:0019780,anotia
MONDO:0019781,astrocytoma (excluding glioblastoma)
MONDO:0019782,humero-ulnar synostosis
MONDO:0019783,neovascular glaucoma
MONDO:0019784,12q14 microdeletion syndrome
MONDO:0019785,obsolete 15q24 microdeletion syndrome
MONDO:0019786,severe intellectual disability-epilepsy-anal anomalies-distal phalangeal hypoplasia
MONDO:0019787,autoimmune enteropathy
MONDO:0019788,non-secreting paraganglioma
MONDO:0019789,cytophagic histiocytic panniculitis
MONDO:0019790,neuroleptic malignant syndrome
MONDO:0019791,recessive mitochondrial ataxia syndrome
MONDO:0019792,autosomal dominant cerebellar ataxia type I
MONDO:0019793,autosomal dominant cerebellar ataxia type III
MONDO:0019794,autosomal dominant cerebellar ataxia type IV
MONDO:0019795,acalvaria
MONDO:0019796,acrocephalosyndactyly
MONDO:0019797,acrodysostosis
MONDO:0019798,obsolete acute hepatic porphyria
MONDO:0019799,hepatoerythropoietic porphyria
MONDO:0019800,chronic hepatic porphyria
MONDO:0019801,acute adrenal insufficiency
MONDO:0019802,secondary short bowel syndrome
MONDO:0019803,angioma serpiginosum
MONDO:0019804,tracheomalacia
MONDO:0019805,twin to twin transfusion syndrome
MONDO:0019806,primary progressive aphasia
MONDO:0019807,mesocardia
MONDO:0019808,aortic valve atresia
MONDO:0019809,congenital aortic valve insufficiency
MONDO:0019810,toxic epidermal necrolysis
MONDO:0019811,tricuspid valve agenesis
MONDO:0019812,obsolete tricuspid valve prolapse
MONDO:0019813,congenital tricuspid stenosis
MONDO:0019814,straddling or overriding tricuspid valve
MONDO:0019815,accessory tricuspid valve tissue
MONDO:0019816,anomaly of the tricuspid subvalvular apparatus
MONDO:0019817,congenital mitral valve insufficiency and/or stenosis
MONDO:0019818,cleft mitral valve
MONDO:0019819,double-orifice mitral valve
MONDO:0019820,univentricular cardiopathy
MONDO:0019821,aneurysm or dilatation of ascending aorta
MONDO:0019822,arterial duct anomaly
MONDO:0019823,premature closure of the arterial duct
MONDO:0019824,non-acquired pituitary hormone deficiency
MONDO:0019825,congenital coronary artery aneurysm
MONDO:0019826,abnormal origin or aberrant course of coronary artery
MONDO:0019827,disease associated with non-acquired combined pituitary hormone deficiency
MONDO:0019828,pituitary stalk interruption syndrome
MONDO:0019829,congenital anomaly of superior vena cava
MONDO:0019830,congenital anomaly of the inferior vena cava
MONDO:0019831,congenital anomaly of the coronary sinus
MONDO:0019832,acquired pituitary hormone deficiency
MONDO:0019833,pituitary hormone deficiency from tumoral origin
MONDO:0019834,pituitary hormone deficiency from meningeal origin
MONDO:0019835,primary hypophysitis
MONDO:0019836,congenital anomaly of hepatic vein
MONDO:0019837,atrial appendage anomaly
MONDO:0019838,adenohypophysitis
MONDO:0019839,panhypophysitis
MONDO:0019840,acropectororenal dysplasia
MONDO:0019841,pituitary hormone defiency from vascular origin
MONDO:0019842,obsolete pituitary apoplexy
MONDO:0019843,pituitary hormone deficiency secondary to a granulomatous disease
MONDO:0019844,pituitary hormone deficiency secondary to storage disease
MONDO:0019845,iatrogenic or traumatic pituitary deficiency
MONDO:0019846,acquired central diabetes insipidus
MONDO:0019847,obsolete congenital adrenal hypoplasia of maternal cause
MONDO:0019848,posterior hypospadias
MONDO:0019849,isolated micropenis
MONDO:0019850,obsolete precocious puberty
MONDO:0019851,acquired primary ovarian failure
MONDO:0019852,inherited primary ovarian failure
MONDO:0019853,congenital hypothyroidism due to developmental anomaly
MONDO:0019854,thyroid ectopia
MONDO:0019855,athyreosis
MONDO:0019856,primary congenital hypothyroidism without thyroid developmental anomaly
MONDO:0019857,congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies
MONDO:0019858,idiopathic congenital hypothyroidism
MONDO:0019859,congenital thyroid malformation without hypothyroidism
MONDO:0019860,thyroid hemiagenesis
MONDO:0019861,thyroid hypoplasia
MONDO:0019862,levocardia
MONDO:0019863,obsolete acro-renal-ocular syndrome
MONDO:0019864,tetrasomy 21
MONDO:0019865,mosaic trisomy 4
MONDO:0019866,mosaic trisomy 5
MONDO:0019867,mosaic trisomy 8
MONDO:0019868,mosaic trisomy 10
MONDO:0019869,mosaic trisomy 22
MONDO:0019870,distal trisomy 1p36
MONDO:0019871,distal trisomy 2p
MONDO:0019872,distal trisomy 3p
MONDO:0019873,4p16.3 microduplication syndrome
MONDO:0019874,distal trisomy 7p
MONDO:0019875,Beckwith-Wiedemann syndrome due to 11p15 microduplication
MONDO:0019876,8p inverted duplication/deletion syndrome
MONDO:0019877,distal trisomy 2q
MONDO:0019878,3q26 microduplication syndrome
MONDO:0019879,distal trisomy 4q
MONDO:0019880,distal trisomy 5q
MONDO:0019881,distal trisomy 6q
MONDO:0019882,distal trisomy 8q
MONDO:0019883,distal trisomy 9q
MONDO:0019884,distal trisomy 10q
MONDO:0019885,distal trisomy 11q
MONDO:0019886,distal trisomy 13q
MONDO:0019887,distal trisomy 16q
MONDO:0019888,distal trisomy 20q
MONDO:0019889,distal trisomy 22q
MONDO:0019890,non-distal trisomy 9q
MONDO:0019891,monosomy 22
MONDO:0019892,distal monosomy 7p
MONDO:0019893,distal monosomy 19p13.3
MONDO:0019894,obsolete non-distal monosomy 7p
MONDO:0019895,distal monosomy 4q
MONDO:0019896,Kleefstra syndrome due to 9q34 microdeletion
MONDO:0019897,distal monosomy 12q
MONDO:0019898,distal monosomy 14q
MONDO:0019899,distal monosomy 20q
MONDO:0019900,non-distal monosomy 12q
MONDO:0019901,non-distal monosomy 20q
MONDO:0019902,monosomy 13q34
MONDO:0019903,ring chromosome 2
MONDO:0019904,ring chromosome 3
MONDO:0019905,ring chromosome 9
MONDO:0019906,ring chromosome 11
MONDO:0019907,ring chromosome 13
MONDO:0019908,ring chromosome 15
MONDO:0019909,ring chromosome 16
MONDO:0019910,maternal uniparental disomy of chromosome 2
MONDO:0019911,maternal uniparental disomy of chromosome 4
MONDO:0019912,maternal uniparental disomy of chromosome 6
MONDO:0019913,silver-Russell syndrome due to maternal uniparental disomy of chromosome 7
MONDO:0019914,maternal uniparental disomy of chromosome 9
MONDO:0019915,maternal uniparental disomy of chromosome 14
MONDO:0019916,maternal uniparental disomy of chromosome 16
MONDO:0019917,maternal uniparental disomy of chromosome 20
MONDO:0019918,maternal uniparental disomy of chromosome 21
MONDO:0019919,maternal uniparental disomy of chromosome 22
MONDO:0019920,paternal uniparental disomy of chromosome 5
MONDO:0019921,paternal uniparental disomy of chromosome 6
MONDO:0019922,paternal uniparental disomy of chromosome 7
MONDO:0019923,Beckwith-Wiedemann syndrome due to paternal uniparental disomy of chromosome 11
MONDO:0019924,paternal uniparental disomy of chromosome 20
MONDO:0019925,paternal uniparental disomy of chromosome 21
MONDO:0019926,X small rings
MONDO:0019927,growth hormone-producing pituitary gland neoplasm
MONDO:0019928,"48,XXXY syndrome"
MONDO:0019929,"49,XXXXY syndrome"
MONDO:0019930,Leydig cell hypoplasia due to complete LH resistance
MONDO:0019931,Leydig cell hypoplasia due to partial LH resistance
MONDO:0019932,isolated partial vaginal agenesis
MONDO:0019933,acromegaly
MONDO:0019934,polyploidy
MONDO:0019935,isochromosome Y
MONDO:0019936,obsolete rare otorhinolaryngological malformation
MONDO:0019937,obsolete rare gynecologic or obstetric disease
MONDO:0019938,anorectal malformation
MONDO:0019939,early-onset schizophrenia
MONDO:0019940,hypertrichosis-acromegaloid facial appearance syndrome
MONDO:0019941,hereditary sensory and autonomic neuropathy type 2
MONDO:0019942,distal arthrogryposis
MONDO:0019943,hereditary continuous muscle fiber activity
MONDO:0019944,Eisenmenger syndrome
MONDO:0019945,solar urticaria
MONDO:0019946,ligneous conjunctivitis
MONDO:0019947,rippling muscle disease 2
MONDO:0019948,reducing body myopathy
MONDO:0019949,zebra body myopathy
MONDO:0019950,congenital muscular dystrophy
MONDO:0019951,rigid spine syndrome
MONDO:0019952,congenital myopathy
MONDO:0019953,mega-cisterna magna
MONDO:0019954,pancreatic neuroendocrine tumor
MONDO:0019955,GRFoma
MONDO:0019956,encephalitis
MONDO:0019957,PPoma
MONDO:0019958,obsolete insulinoma
MONDO:0019959,glucagonoma
MONDO:0019960,VIPoma
MONDO:0019961,obsolete somatostatinoma
MONDO:0019962,thyroid lymphoma
MONDO:0019963,bronchial endocrine tumor
MONDO:0019964,thymic neuroendocrine tumor
MONDO:0019965,obsolete rare benign ovarian tumor
MONDO:0019966,obsolete thoracic outlet syndrome
MONDO:0019967,Kienbock disease
MONDO:0019968,obsolete Osgood-Schlatter disease
MONDO:0019969,panner disease
MONDO:0019970,Sinding-Larsen-Johansson disease
MONDO:0019971,melanoma of soft tissue
MONDO:0019972,dural sinus malformation
MONDO:0019973,persistent placoid maculopathy
MONDO:0019974,obsolete postencephalitic parkinsonism
MONDO:0019975,pellagra
MONDO:0019976,dementia pugilistica
MONDO:0019977,parkinsonism with dementia of Guadeloupe
MONDO:0019978,Robinow syndrome
MONDO:0019979,"renal hypoplasia, unilateral"
MONDO:0019980,"renal hypoplasia, bilateral"
MONDO:0019981,unilateral multicystic dysplastic kidney
MONDO:0019982,bilateral multicystic dysplastic kidney
MONDO:0019983,multiloculated renal cyst
MONDO:0019984,renal tubular dysgenesis due to twin-twin transfusion
MONDO:0019985,drug-related renal tubular dysgenesis
MONDO:0019986,sporadic idiopathic steroid-resistant nephrotic syndrome with collapsing glomerulopathy
MONDO:0019987,obsolete congenital and infantile nephrotic syndrome
MONDO:0019988,pauci-immune glomerulonephritis with ANCA
MONDO:0019989,pauci-immune glomerulonephritis without ANCA
MONDO:0019990,non-amyloid fibrillary glomerulopathy
MONDO:0019991,immunotactoid glomerulopathy
MONDO:0019992,pseudohypoparathyroidism
MONDO:0019993,congenital renal artery stenosis
MONDO:0019994,maternal uniparental disomy of chromosome 13
MONDO:0019995,peripheral resistance to thyroid hormones
MONDO:0019996,obsolete rare cardiac disease
MONDO:0019997,obsolete rare gastroenterologic disease
MONDO:0019998,gastroduodenal malformation
MONDO:0019999,intestinal malformation
MONDO:0020000,obsolete rare respiratory disease
MONDO:0020001,respiratory or thoracic malformation
MONDO:0020002,obsolete rare surgical thoracic disease
MONDO:0020003,obsolete rare surgical cardiac disease
MONDO:0020004,obsolete rare eye disease
MONDO:0020005,obsolete rare endocrine disease
MONDO:0020006,obsolete rare hematologic disease
MONDO:0020007,absence of the pulmonary artery
MONDO:0020008,obsolete rare immune disease
MONDO:0020009,obsolete rare neurologic disease
MONDO:0020010,infectious disease of the nervous system
MONDO:0020011,obsolete rare headache disorder
MONDO:0020012,systemic or rheumatic disease
MONDO:0020013,obsolete rare odontologic disease
MONDO:0020014,obsolete rare disease with odontological manifestation
MONDO:0020015,obsolete rare circulatory system disease
MONDO:0020016,obsolete rare neurologic disease with psychiatric involvement
MONDO:0020017,obsolete rare otorhinolaryngologic disease
MONDO:0020018,cranial malformation
MONDO:0020019,digestive tract malformation
MONDO:0020020,"visceral malformation of the liver, biliary tract, pancreas or spleen"
MONDO:0020021,diaphragmatic or abdominal wall malformation
MONDO:0020022,central nervous system malformation
MONDO:0020023,respiratory or mediastinal malformation
MONDO:0020024,obsolete rare infertility
MONDO:0020025,obsolete rare male infertility
MONDO:0020026,obsolete rare female infertility
MONDO:0020027,obsolete rare allergic disease
MONDO:0020028,obsolete rare allergic respiratory disease
MONDO:0020029,obsolete rare genetic cardiac disease
MONDO:0020030,obsolete rare genetic renal disease
MONDO:0020031,obsolete rare tumor
MONDO:0020032,obsolete rare urinary tract tumor
MONDO:0020033,obsolete rare digestive tumor
MONDO:0020034,obsolete rare respiratory tract neoplasm
MONDO:0020035,obsolete rare otorhinolaryngologic tumor
MONDO:0020036,obsolete rare nervous system tumor
MONDO:0020037,obsolete rare gynecological tumor
MONDO:0020038,obsolete gonadal dysgenesis of gynecological interest
MONDO:0020039,"46,XX disorder of sex development induced by androgens excess"
MONDO:0020040,"46,XY disorder of sex development"
MONDO:0020041,"46,XY disorder of sex development due to a defect in testosterone metabolism by peripheral tissue"
MONDO:0020042,"syndrome with 46,XY disorder of sex development"
MONDO:0020043,autosomal recessive congenital cerebellar ataxia
MONDO:0020044,autosomal recessive metabolic cerebellar ataxia
MONDO:0020045,autosomal recessive cerebellar ataxia due to a DNA repair defect
MONDO:0020046,autosomal recessive degenerative and progressive cerebellar ataxia
MONDO:0020047,autosomal recessive syndromic cerebellar ataxia
MONDO:0020048,internal carotid agenesis
MONDO:0020049,autosomal anomaly
MONDO:0020050,autosomal trisomy
MONDO:0020051,total autosomal trisomy
MONDO:0020052,partial autosomal trisomy/tetrasomy
MONDO:0020053,total autosomal monosomy
MONDO:0020054,partial autosomal monosomy
MONDO:0020055,autosomal uniparental disomy
MONDO:0020056,uniparental disomy of maternal origin
MONDO:0020057,uniparental disomy of paternal origin
MONDO:0020058,gonosome anomaly
MONDO:0020059,gonosome number anomaly
MONDO:0020060,gonosome structural anomaly
MONDO:0020061,chromosome Y structural anomaly
MONDO:0020062,chromosome X structural anomaly
MONDO:0020063,malformation syndrome with hamartosis
MONDO:0020064,pulmonary valve agenesis
MONDO:0020065,combined dystonia
MONDO:0020066,Ehlers-Danlos syndrome
MONDO:0020067,infectious encephalitis
MONDO:0020068,postinfectious encephalitis
MONDO:0020069,chronic encephalitis
MONDO:0020070,neonatal epilepsy syndrome
MONDO:0020071,infantile epilepsy syndrome
MONDO:0020072,childhood-onset epilepsy syndrome
MONDO:0020073,adolescent-onset epilepsy syndrome
MONDO:0020074,progressive myoclonus epilepsy
MONDO:0020075,genetic non-syndromic obesity
MONDO:0020076,myeloproliferative neoplasm
MONDO:0020077,myelodysplastic/myeloproliferative disease
MONDO:0020078,acute myeloid leukemia with recurrent genetic anomaly
MONDO:0020079,obsolete plasma cell tumor
MONDO:0020080,obsolete histiocytic and dendritic cell tumor
MONDO:0020081,macrophage or histiocytic tumor
MONDO:0020082,dendritic cell tumor
MONDO:0020083,immunodeficiency-associated lymphoproliferative disease
MONDO:0020084,lymphoproliferative disease associated with primary immune disease
MONDO:0020085,obsolete mastocytosis
MONDO:0020086,obsolete idiopathic interstitial pneumonia
MONDO:0020087,genetic lipodystrophy
MONDO:0020088,familial partial lipodystrophy
MONDO:0020089,acquired lipodystrophy
MONDO:0020090,male infertility due to gonadal dysgenesis
MONDO:0020091,male infertility due to obstructive azoospermia
MONDO:0020092,obsolete rare idiopathic male infertility
MONDO:0020093,autosomal dominant isolated diffuse palmoplantar keratoderma
MONDO:0020094,obsolete autosomal dominant disease with diffuse palmoplantar keratoderma as a major feature
MONDO:0020095,obsolete autosomal dominant disease associated with focal palmoplantar keratoderma as a major feature
MONDO:0020096,autosomal recessive isolated diffuse palmoplantar keratoderma
MONDO:0020097,obsolete autosomal recessive disease with focal palmoplantar keratoderma as a major feature
MONDO:0020098,constitutional anemia due to iron metabolism disorder
MONDO:0020099,inherited sideroblastic anemia
MONDO:0020100,obsolete rare hemolytic anemia
MONDO:0020101,constitutional hemolytic anemia due to membrane defect
MONDO:0020102,hereditary stomatocytosis
MONDO:0020103,constitutional hemolytic anemia due to acanthocytosis
MONDO:0020104,obsolete rare constitutional hemolytic anemia due to an enzyme disorder
MONDO:0020105,hemolytic anemia due to hexose monophosphate shunt and glutathione metabolism anomalies
MONDO:0020106,hemolytic anemia due to a disorder of glycolytic enzymes
MONDO:0020107,hemolytic anemia due to an erythrocyte nucleotide metabolism disorder
MONDO:0020108,autoimmune hemolytic anemia
MONDO:0020109,constitutional megaloblastic anemia due to vitamin B12 metabolism disorder
MONDO:0020110,pulmonary agenesis
MONDO:0020111,constitutional megaloblastic anemia due to folate metabolism disorder
MONDO:0020112,vitamin B12- and folate-independent constitutional megaloblastic anemia
MONDO:0020113,primary acquired red cell aplasia
MONDO:0020114,obsolete polycythemia
MONDO:0020115,secondary polycythemia
MONDO:0020116,obsolete rare blood coagulation disease
MONDO:0020117,alpha granule disease
MONDO:0020118,dense granule disease
MONDO:0020119,X-linked syndromic intellectual disability
MONDO:0020120,skeletal muscle disease
MONDO:0020121,muscular dystrophy
MONDO:0020122,acquired idiopathic inflammatory myopathy
MONDO:0020123,metabolic myopathy
MONDO:0020124,neuromuscular junction disease
MONDO:0020125,acquired neuromuscular junction disease
MONDO:0020126,obsolete rare peripheral neuropathy
MONDO:0020127,genetic peripheral neuropathy
MONDO:0020128,motor neuron disease
MONDO:0020129,acquired motor neuron disease
MONDO:0020130,malformation of the cerebellar vermis
MONDO:0020131,malformation of the cerebellar hemispheres
MONDO:0020132,cranial nerve and nuclear aplasia
MONDO:0020133,posterior fossa malformation
MONDO:0020134,cystic malformation of the posterior fossa
MONDO:0020135,pontocerebellar hypoplasia
MONDO:0020136,obsolete neurodegenerative disease with dementia
MONDO:0020137,frontotemporal degeneration with dementia
MONDO:0020138,ataxia with dementia
MONDO:0020139,obsolete early-onset ataxia with dementia
MONDO:0020140,obsolete late-onset ataxia with dementia
MONDO:0020141,obsolete infectious disease with dementia
MONDO:0020142,metabolic disease with dementia
MONDO:0020143,cerebral lipidosis with dementia
MONDO:0020144,cerebrovascular dementia
MONDO:0020145,developmental defect of the eye
MONDO:0020146,major induction processes eye anomaly
MONDO:0020147,anophthalmia-microphthalmia syndrome
MONDO:0020148,syndromic aniridia
MONDO:0020149,obsolete rare eye disease due to a differentiation anomaly
MONDO:0020150,"obsolete obsolete rare palpebral, lacrimal system and conjunctival disease"
MONDO:0020151,obsolete rare palpebral disease
MONDO:0020152,obsolete rare eyelid malformation
MONDO:0020153,cryptophthalmia
MONDO:0020154,microblepharon-ablephara syndrome
MONDO:0020155,eyelid border anomaly
MONDO:0020156,syndromic ankyloblepharon
MONDO:0020157,syndromic palpebral coloboma
MONDO:0020158,eyelids malposition disorder
MONDO:0020159,congenital entropion
MONDO:0020160,secondary entropion
MONDO:0020161,congenital ectropion
MONDO:0020162,secondary ectropion
MONDO:0020163,canthal anomaly
MONDO:0020164,epicanthal fold
MONDO:0020165,syndromic epicanthus
MONDO:0020166,obsolete telecanthus
MONDO:0020167,malposition of external canthus
MONDO:0020168,obsolete kinetic eyelid anomaly
MONDO:0020169,obsolete rare disorder with ptosis
MONDO:0020170,obsolete congenital upper palpebral retraction
MONDO:0020171,obsolete palpebral tumor
MONDO:0020172,palpebral epidermal tumor
MONDO:0020173,benign tumor of palpebral epidermis
MONDO:0020174,precancerous lesion of palpebral epidermis
MONDO:0020175,malignant tumor of palpebral epidermis
MONDO:0020176,palpebral sebaceous gland tumor
MONDO:0020177,pigmented palpebral tumor
MONDO:0020178,palpebral lentiginosis
MONDO:0020179,palpebral nevus
MONDO:0020180,palpebral piliary tumor
MONDO:0020181,mesenchymatous palpebral tumor
MONDO:0020182,palpebral tumor with a vascular malformation
MONDO:0020183,neurogenic palpebral tumor
MONDO:0020184,obsolete rare eyebrow/eyelashes anomaly
MONDO:0020185,obsolete eyebrow/eyelashes hypertrichosis
MONDO:0020186,obsolete eyebrow hypertrophy
MONDO:0020187,obsolete eyelashes hypertrophy
MONDO:0020188,obsolete congenital absence of the eyebrow/eyelashes
MONDO:0020189,obsolete eyebrow/eyelashes structural anomaly
MONDO:0020190,obsolete eyebrow/eyelashes distichiasis
MONDO:0020191,obsolete eyebrow/eyelashes pigmentation anomaly
MONDO:0020192,obsolete rare lacrimal system disease
MONDO:0020193,secretory apparatus of the lacrimal system anomaly
MONDO:0020194,congenital alacrima
MONDO:0020195,excretory apparatus of the lacrimal system anomaly
MONDO:0020196,anomaly of the secretory and excretory apparatus of the lacrimal system
MONDO:0020197,EEC syndrome and related syndrome
MONDO:0020198,obsolete rare conjunctival disease
MONDO:0020199,obsolete conjunctival vascular anomaly
MONDO:0020200,obsolete conjunctival hemangioma or hemolymphangioma
MONDO:0020201,obsolete conjunctival telangiectasia
MONDO:0020202,obsolete conjunctival lymphangiectasia
MONDO:0020203,pigmented conjunctival lesion
MONDO:0020204,conjunctival tumor
MONDO:0020205,bulbar conjunctival dermoid or conjunctival dermolipoma
MONDO:0020206,obsolete rare refraction anomaly
MONDO:0020207,obsolete rare isolated myopia
MONDO:0020208,syndromic myopia
MONDO:0020209,obsolete rare hyperopia and astigmatism
MONDO:0020210,syndromic hyperopia
MONDO:0020211,syndromic keratoconus
MONDO:0020212,superficial corneal dystrophy
MONDO:0020213,stromal corneal dystrophy
MONDO:0020214,posterior corneal dystrophy
MONDO:0020215,syndromic corneal dystrophy
MONDO:0020216,secondary dysgenetic glaucoma
MONDO:0020217,secondary dysgenetic glaucoma associated with neural crest cell migration anomaly
MONDO:0020218,goniodysgenesis
MONDO:0020219,corneogoniodysgenesis
MONDO:0020220,corneoiridogoniodysgenesis
MONDO:0020221,obsolete secondary glaucoma due to a proliferation and differentiation anomaly
MONDO:0020222,obsolete rare disease with glaucoma as a major feature
MONDO:0020223,obsolete lens and zonula anomaly
MONDO:0020224,obsolete rare cataract
MONDO:0020225,syndromic cataract
MONDO:0020226,chromosomal anomaly with cataract
MONDO:0020227,systemic disease with cataract
MONDO:0020228,cataract associated with a metabolic disease
MONDO:0020229,cerebral disease with cataract
MONDO:0020230,renal disease with cataract
MONDO:0020231,cardiac disease with cataract
MONDO:0020232,musculoskeletal disease with cataract
MONDO:0020233,dentocutaneous disease with cataract
MONDO:0020234,obsolete craniofacial anomaly with cataract
MONDO:0020235,lens size anomaly
MONDO:0020236,lens position anomaly
MONDO:0020237,lens shape anomaly
MONDO:0020238,inherited vitreous-retinal disease
MONDO:0020239,obsolete color-vision disease
MONDO:0020240,syndromic retinitis pigmentosa
MONDO:0020241,unclassified familial retinal dystrophy
MONDO:0020242,genetic macular dystrophy
MONDO:0020243,obsolete colobomatous and areolar dystrophy
MONDO:0020244,unclassified primitive or secondary maculopathy
MONDO:0020245,disease predisposing to age-related macular degeneration
MONDO:0020246,inherited vitreoretinopathy
MONDO:0020247,congenital vitreoretinal dysplasia
MONDO:0020248,vitreoretinal degeneration
MONDO:0020249,hereditary optic neuropathy
MONDO:0020250,autosomal dominant optic atrophy
MONDO:0020251,obsolete rare strabismus and restriction syndrome
MONDO:0020252,essential strabismus
MONDO:0020253,syndrome with a symptomatic strabismus
MONDO:0020254,obsolete craniostenosis associated with a strabismus
MONDO:0020255,obsolete oculomotor palsy
MONDO:0020256,congenital trochlear nerve palsy
MONDO:0020257,supranuclear oculomotor palsy
MONDO:0020258,obsolete oculomotor apraxia or related oculomotor disease
MONDO:0020259,myopathy with eye involvement
MONDO:0020260,obsolete myasthenic syndrome with eye involvement
MONDO:0020261,obsolete neurological disease with abnormal eye movements
MONDO:0020262,obsolete nervous system anomaly with eye involvement
MONDO:0020263,obsolete spinocerebellar ataxia with oculomotor anomaly
MONDO:0020264,obsolete spinocerebellar degenerescence and spastic paraparesis with an oculomotor anomaly
MONDO:0020265,mitochondrial disease with eye involvement
MONDO:0020266,genodermatosis with ocular features
MONDO:0020267,genetic keratinization disorder associated with ocular features
MONDO:0020268,obsolete ichthyosis associated with ocular features
MONDO:0020269,obsolete syndromic ichthyosis associated with ocular features
MONDO:0020270,pigmentation disorder with eye involvement
MONDO:0020271,obsolete phakomatosis with eye involvement
MONDO:0020272,connective tissue disease with eye involvement
MONDO:0020273,disease with potential neoplastic degeneration associated with ocular features
MONDO:0020274,onycho-patellar syndrome with eye involvement
MONDO:0020275,oculocutaneous or ocular albinism
MONDO:0020276,"pigmentation disorder with eye involvement, excluding albinism"
MONDO:0020277,ectodermal malformation syndrome associated with ocular features
MONDO:0020278,metabolic disease associated with ocular features
MONDO:0020279,metabolic disease with corneal opacity
MONDO:0020280,metabolic disease with cataract
MONDO:0020281,metabolic disease with pigmentary retinitis
MONDO:0020282,metabolic disease with macular cherry-red spot
MONDO:0020283,uveitis
MONDO:0020284,heart position anomaly
MONDO:0020285,transposition of the great arteries and conotruncal cardiac anomaly
MONDO:0020286,aortic malformation
MONDO:0020287,pulmonary artery or pulmonary branch anomaly
MONDO:0020288,atrioventricular valve anomaly
MONDO:0020289,congenital tricuspid malformation
MONDO:0020290,atrioventricular septal defect
MONDO:0020291,hypoplastic right heart syndrome
MONDO:0020292,congenital anomaly of the great arteries
MONDO:0020293,ascending aorta anomaly
MONDO:0020294,atrial defect and interatrial communication
MONDO:0020295,congenital pulmonary veins anomaly
MONDO:0020296,congenital arteriovenous fistula
MONDO:0020297,Noonan syndrome and Noonan-related syndrome
MONDO:0020298,Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15
MONDO:0020299,obsolete spinocerebellar ataxia type 15/16
MONDO:0020300,autosomal dominant nocturnal frontal lobe epilepsy
MONDO:0020301,Prader-Willi syndrome due to paternal 15q11q13 deletion
MONDO:0020302,Angelman syndrome due to maternal 15q11q13 deletion
MONDO:0020303,Angelman syndrome due to paternal uniparental disomy of chromosome 15
MONDO:0020304,isochromosomy Yp
MONDO:0020305,isochromosomy Yq
MONDO:0020306,absent tibia-polydactyly syndrome
MONDO:0020307,"benign childhood occipital epilepsy, Panayiotopoulos type"
MONDO:0020308,"benign childhood occipital epilepsy, Gastaut type"
MONDO:0020309,obsolete Landau-Kleffner syndrome
MONDO:0020310,familial focal epilepsy with variable foci
MONDO:0020311,chronic myelomonocytic leukemia
MONDO:0020312,atypical chronic myeloid leukemia
MONDO:0020313,unclassified myelodysplastic/myeloproliferative disease
MONDO:0020314,obsolete refractory anemia
MONDO:0020315,unclassified myelodysplastic syndrome
MONDO:0020316,acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)
MONDO:0020317,acute myeloid leukemia with 11q23 abnormalities
MONDO:0020318,MONDO_0020318
MONDO:0020319,obsolete acute myeloblastic leukemia without maturation
MONDO:0020320,acute myeloblastic leukemia with maturation
MONDO:0020321,acute undifferentiated leukemia
MONDO:0020322,acute biphenotypic leukemia
MONDO:0020323,primary mediastinal large B-cell lymphoma
MONDO:0020324,intravascular large B-cell lymphoma
MONDO:0020325,anaplastic large cell lymphoma
MONDO:0020326,lymphomatoid papulosis
MONDO:0020327,"classic Hodgkin lymphoma, nodular sclerosis type"
MONDO:0020328,"obsolete classic Hodgkin lymphoma, mixed cellularity type"
MONDO:0020329,"obsolete classic Hodgkin lymphoma, lymphocyte-rich type"
MONDO:0020330,"obsolete classic Hodgkin lymphoma, lymphocyte-depleted type"
MONDO:0020331,indolent systemic mastocytosis
MONDO:0020332,systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease
MONDO:0020333,aggressive systemic mastocytosis
MONDO:0020334,mast cell leukemia
MONDO:0020335,obsolete desquamative interstitial pneumonia
MONDO:0020336,autosomal dominant Emery-Dreifuss muscular dystrophy
MONDO:0020337,congenital dyserythropoietic anemia type 1
MONDO:0020338,adult pure red cell aplasia
MONDO:0020339,X-linked complex spastic paraplegia
MONDO:0020340,bilateral perisylvian polymicrogyria
MONDO:0020341,periventricular nodular heterotopia
MONDO:0020342,congenital myopathy with excess of thin filaments
MONDO:0020343,alpha-crystallinopathy
MONDO:0020344,postsynaptic congenital myasthenic syndrome
MONDO:0020345,presynaptic congenital myasthenic syndrome
MONDO:0020346,synaptic congenital myasthenic syndrome
MONDO:0020347,acute inflammatory demyelinating polyradiculoneuropathy
MONDO:0020348,acute motor and sensory axonal neuropathy
MONDO:0020349,acute motor axonal neuropathy
MONDO:0020350,obsolete Miller-Fisher syndrome
MONDO:0020351,Blake pouch cyst
MONDO:0020352,"multiple system atrophy, parkinsonian type"
