metabolite_id,metabolite_name
HMDB0008148,"PC(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0008149,"PC(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0008150,"PC(18:2(9Z,12Z)/22:0)"
HMDB0008151,"PC(18:2(9Z,12Z)/22:1(13Z))"
HMDB0008152,"PC(18:2(9Z,12Z)/22:2(13Z,16Z))"
HMDB0008153,"PC(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0008154,"PC(18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0008155,"PC(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0008156,"PC(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0008157,"PC(18:2(9Z,12Z)/24:0)"
HMDB0008158,"PC(18:2(9Z,12Z)/24:1(15Z))"
HMDB0008159,"PC(18:2(9Z,12Z)/P-16:0)"
HMDB0008160,"PC(18:2(9Z,12Z)/P-18:0)"
HMDB0008161,"PC(18:2(9Z,12Z)/P-18:1(11Z))"
HMDB0008162,"PC(18:2(9Z,12Z)/P-18:1(9Z))"
HMDB0008163,"PC(18:3(6Z,9Z,12Z)/14:0)"
HMDB0008164,"PC(18:3(6Z,9Z,12Z)/14:1(9Z))"
HMDB0008165,"PC(18:3(6Z,9Z,12Z)/15:0)"
HMDB0008166,"PC(18:3(6Z,9Z,12Z)/16:0)"
HMDB0008167,"PC(18:3(6Z,9Z,12Z)/16:1(9Z))"
HMDB0008168,"PC(18:3(6Z,9Z,12Z)/18:0)"
HMDB0008169,"PC(18:3(6Z,9Z,12Z)/18:1(11Z))"
HMDB0008170,"PC(18:3(6Z,9Z,12Z)/18:1(9Z))"
HMDB0008171,"PC(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))"
HMDB0008172,"PC(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))"
HMDB0008173,"PC(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))"
HMDB0008174,"PC(18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0008175,"PC(18:3(6Z,9Z,12Z)/20:0)"
HMDB0008176,"PC(18:3(6Z,9Z,12Z)/20:1(11Z))"
HMDB0008177,"PC(18:3(6Z,9Z,12Z)/20:2(11Z,14Z))"
HMDB0008178,"PC(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z))"
HMDB0008179,"PC(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))"
HMDB0008180,"PC(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0008181,"PC(18:3(6Z,9Z,12Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0008182,"PC(18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0008183,"PC(18:3(6Z,9Z,12Z)/22:0)"
HMDB0008184,"PC(18:3(6Z,9Z,12Z)/22:1(13Z))"
HMDB0008185,"PC(18:3(6Z,9Z,12Z)/22:2(13Z,16Z))"
HMDB0008186,"PC(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0008187,"PC(18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0008188,"PC(18:3(6Z,9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0008189,"PC(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0008190,"PC(18:3(6Z,9Z,12Z)/24:0)"
HMDB0008191,"PC(18:3(6Z,9Z,12Z)/24:1(15Z))"
HMDB0008192,"PC(18:3(6Z,9Z,12Z)/P-16:0)"
HMDB0008193,"PC(18:3(6Z,9Z,12Z)/P-18:0)"
HMDB0008194,"PC(18:3(6Z,9Z,12Z)/P-18:1(11Z))"
HMDB0008195,"PC(18:3(6Z,9Z,12Z)/P-18:1(9Z))"
HMDB0008196,"PC(18:3(9Z,12Z,15Z)/14:0)"
HMDB0008197,"PC(18:3(9Z,12Z,15Z)/14:1(9Z))"
HMDB0008198,"PC(18:3(9Z,12Z,15Z)/15:0)"
HMDB0008199,"PC(18:3(9Z,12Z,15Z)/16:0)"
HMDB0008200,"PC(18:3(9Z,12Z,15Z)/16:1(9Z))"
HMDB0008201,"PC(18:3(9Z,12Z,15Z)/18:0)"
HMDB0008202,"PC(18:3(9Z,12Z,15Z)/18:1(11Z))"
HMDB0008203,"PC(18:3(9Z,12Z,15Z)/18:1(9Z))"
HMDB0008204,"PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))"
HMDB0008205,"PC(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))"
HMDB0008206,"PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))"
HMDB0008207,"PC(18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0008208,"PC(18:3(9Z,12Z,15Z)/20:0)"
HMDB0008209,"PC(18:3(9Z,12Z,15Z)/20:1(11Z))"
HMDB0008210,"PC(18:3(9Z,12Z,15Z)/20:2(11Z,14Z))"
HMDB0008211,"PC(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))"
HMDB0008212,"PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))"
HMDB0008213,"PC(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0008214,"PC(18:3(9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0008215,"PC(18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0008216,"PC(18:3(9Z,12Z,15Z)/22:0)"
HMDB0008217,"PC(18:3(9Z,12Z,15Z)/22:1(13Z))"
HMDB0008218,"PC(18:3(9Z,12Z,15Z)/22:2(13Z,16Z))"
HMDB0008219,"PC(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0008220,"PC(18:3(9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0008221,"PC(18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0008222,"PC(18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0008223,"PC(18:3(9Z,12Z,15Z)/24:0)"
HMDB0008224,"PC(18:3(9Z,12Z,15Z)/24:1(15Z))"
HMDB0008225,"PC(18:3(9Z,12Z,15Z)/P-16:0)"
HMDB0008226,"PC(18:3(9Z,12Z,15Z)/P-18:0)"
HMDB0008227,"PC(18:3(9Z,12Z,15Z)/P-18:1(11Z))"
HMDB0008228,"PC(18:3(9Z,12Z,15Z)/P-18:1(9Z))"
HMDB0008229,"PC(18:4(6Z,9Z,12Z,15Z)/14:0)"
HMDB0008230,"PC(18:4(6Z,9Z,12Z,15Z)/14:1(9Z))"
HMDB0008231,"PC(18:4(6Z,9Z,12Z,15Z)/15:0)"
HMDB0008232,"PC(18:4(6Z,9Z,12Z,15Z)/16:0)"
HMDB0008233,"PC(18:4(6Z,9Z,12Z,15Z)/16:1(9Z))"
HMDB0008234,"PC(18:4(6Z,9Z,12Z,15Z)/18:0)"
HMDB0008235,"PC(18:4(6Z,9Z,12Z,15Z)/18:1(11Z))"
HMDB0008236,"PC(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))"
HMDB0008237,"PC(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z))"
HMDB0008238,"PC(18:4(6Z,9Z,12Z,15Z)/18:3(6Z,9Z,12Z))"
HMDB0008239,"PC(18:4(6Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z))"
HMDB0008240,"PC(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0008241,"PC(18:4(6Z,9Z,12Z,15Z)/20:0)"
HMDB0008242,"PC(18:4(6Z,9Z,12Z,15Z)/20:1(11Z))"
HMDB0008243,"PC(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))"
HMDB0008244,"PC(18:4(6Z,9Z,12Z,15Z)/20:3(5Z,8Z,11Z))"
HMDB0008245,"PC(18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))"
HMDB0008246,"PC(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0008247,"PC(18:4(6Z,9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0008248,"PC(18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0008249,"PC(18:4(6Z,9Z,12Z,15Z)/22:0)"
HMDB0008250,"PC(18:4(6Z,9Z,12Z,15Z)/22:1(13Z))"
HMDB0008251,"PC(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))"
HMDB0008252,"PC(18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0008253,"PC(18:4(6Z,9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0008254,"PC(18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0008255,"PC(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0008256,"PC(18:4(6Z,9Z,12Z,15Z)/24:0)"
HMDB0008257,"PC(18:4(6Z,9Z,12Z,15Z)/24:1(15Z))"
HMDB0008258,"PC(18:4(6Z,9Z,12Z,15Z)/P-16:0)"
HMDB0008259,"PC(18:4(6Z,9Z,12Z,15Z)/P-18:0)"
HMDB0008260,"PC(18:4(6Z,9Z,12Z,15Z)/P-18:1(11Z))"
HMDB0008261,"PC(18:4(6Z,9Z,12Z,15Z)/P-18:1(9Z))"
HMDB0008262,PC(20:0/14:0)
HMDB0008263,PC(20:0/14:1(9Z))
HMDB0008264,PC(20:0/15:0)
HMDB0008265,PC(20:0/16:0)
HMDB0008266,PC(20:0/16:1(9Z))
HMDB0008267,PC(20:0/18:0)
HMDB0008268,PC(20:0/18:1(11Z))
HMDB0008269,PC(20:0/18:1(9Z))
HMDB0008270,"PC(20:0/18:2(9Z,12Z))"
HMDB0008271,"PC(20:0/18:3(6Z,9Z,12Z))"
HMDB0008272,"PC(20:0/18:3(9Z,12Z,15Z))"
HMDB0008273,"PC(20:0/18:4(6Z,9Z,12Z,15Z))"
HMDB0008274,PC(20:0/20:0)
HMDB0008275,PC(20:0/20:1(11Z))
HMDB0008276,"PC(20:0/20:2(11Z,14Z))"
HMDB0008277,"PC(20:0/20:3(5Z,8Z,11Z))"
HMDB0008278,"PC(20:0/20:3(8Z,11Z,14Z))"
HMDB0008279,"PC(20:0/20:4(5Z,8Z,11Z,14Z))"
HMDB0008280,"PC(20:0/20:4(8Z,11Z,14Z,17Z))"
HMDB0008281,"PC(20:0/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0008282,PC(20:0/22:0)
HMDB0008283,PC(20:0/22:1(13Z))
HMDB0008284,"PC(20:0/22:2(13Z,16Z))"
HMDB0008285,"PC(20:0/22:4(7Z,10Z,13Z,16Z))"
HMDB0008286,"PC(20:0/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0008287,"PC(20:0/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0008288,"PC(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0008289,PC(20:0/24:0)
HMDB0008290,PC(20:0/24:1(15Z))
HMDB0008291,PC(20:0/P-16:0)
HMDB0008292,PC(20:0/P-18:0)
HMDB0008293,PC(20:0/P-18:1(11Z))
HMDB0008294,PC(20:0/P-18:1(9Z))
HMDB0008295,PC(20:1(11Z)/14:0)
HMDB0008296,PC(20:1(11Z)/14:1(9Z))
HMDB0008297,PC(20:1(11Z)/15:0)
HMDB0008298,PC(20:1(11Z)/16:0)
HMDB0008299,PC(20:1(11Z)/16:1(9Z))
HMDB0008300,PC(20:1(11Z)/18:0)
HMDB0008301,PC(20:1(11Z)/18:1(11Z))
HMDB0008302,PC(20:1(11Z)/18:1(9Z))
HMDB0008303,"PC(20:1(11Z)/18:2(9Z,12Z))"
HMDB0008304,"PC(20:1(11Z)/18:3(6Z,9Z,12Z))"
HMDB0008305,"PC(20:1(11Z)/18:3(9Z,12Z,15Z))"
HMDB0008306,"PC(20:1(11Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0008307,PC(20:1(11Z)/20:0)
HMDB0008308,PC(20:1(11Z)/20:1(11Z))
HMDB0008309,"PC(20:1(11Z)/20:2(11Z,14Z))"
HMDB0008310,"PC(20:1(11Z)/20:3(5Z,8Z,11Z))"
HMDB0008311,"PC(20:1(11Z)/20:3(8Z,11Z,14Z))"
HMDB0008312,"PC(20:1(11Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0008313,"PC(20:1(11Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0008314,"PC(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0008315,PC(20:1(11Z)/22:0)
HMDB0008316,PC(20:1(11Z)/22:1(13Z))
HMDB0008317,"PC(20:1(11Z)/22:2(13Z,16Z))"
HMDB0008318,"PC(20:1(11Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0008319,"PC(20:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0008320,"PC(20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0008321,"PC(20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0008322,PC(20:1(11Z)/24:0)
HMDB0008323,PC(20:1(11Z)/24:1(15Z))
HMDB0008324,PC(20:1(11Z)/P-16:0)
HMDB0008325,PC(20:1(11Z)/P-18:0)
HMDB0008326,PC(20:1(11Z)/P-18:1(11Z))
HMDB0008327,PC(20:1(11Z)/P-18:1(9Z))
HMDB0008328,"PC(20:2(11Z,14Z)/14:0)"
HMDB0008329,"PC(20:2(11Z,14Z)/14:1(9Z))"
HMDB0008330,"PC(20:2(11Z,14Z)/15:0)"
HMDB0008331,"PC(20:2(11Z,14Z)/16:0)"
HMDB0008332,"PC(20:2(11Z,14Z)/16:1(9Z))"
HMDB0008333,"PC(20:2(11Z,14Z)/18:0)"
HMDB0008334,"PC(20:2(11Z,14Z)/18:1(11Z))"
HMDB0008335,"PC(20:2(11Z,14Z)/18:1(9Z))"
HMDB0008336,"PC(20:2(11Z,14Z)/18:2(9Z,12Z))"
HMDB0008337,"PC(20:2(11Z,14Z)/18:3(6Z,9Z,12Z))"
HMDB0008338,"PC(20:2(11Z,14Z)/18:3(9Z,12Z,15Z))"
HMDB0008339,"PC(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0008340,"PC(20:2(11Z,14Z)/20:0)"
HMDB0008341,"PC(20:2(11Z,14Z)/20:1(11Z))"
HMDB0008342,"PC(20:2(11Z,14Z)/20:2(11Z,14Z))"
HMDB0008343,"PC(20:2(11Z,14Z)/20:3(5Z,8Z,11Z))"
HMDB0008344,"PC(20:2(11Z,14Z)/20:3(8Z,11Z,14Z))"
HMDB0008345,"PC(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0008346,"PC(20:2(11Z,14Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0008347,"PC(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0008348,"PC(20:2(11Z,14Z)/22:0)"
HMDB0008349,"PC(20:2(11Z,14Z)/22:1(13Z))"
HMDB0008350,"PC(20:2(11Z,14Z)/22:2(13Z,16Z))"
HMDB0008351,"PC(20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0008352,"PC(20:2(11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0008353,"PC(20:2(11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0008354,"PC(20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0008355,"PC(20:2(11Z,14Z)/24:0)"
HMDB0008356,"PC(20:2(11Z,14Z)/24:1(15Z))"
HMDB0008357,"PC(20:2(11Z,14Z)/P-16:0)"
HMDB0008358,"PC(20:2(11Z,14Z)/P-18:0)"
HMDB0008359,"PC(20:2(11Z,14Z)/P-18:1(11Z))"
HMDB0008360,"PC(20:2(11Z,14Z)/P-18:1(9Z))"
HMDB0008361,"PC(20:3(5Z,8Z,11Z)/14:0)"
HMDB0008362,"PC(20:3(5Z,8Z,11Z)/14:1(9Z))"
HMDB0008363,"PC(20:3(5Z,8Z,11Z)/15:0)"
HMDB0008364,"PC(20:3(5Z,8Z,11Z)/16:0)"
HMDB0008365,"PC(20:3(5Z,8Z,11Z)/16:1(9Z))"
HMDB0008366,"PC(20:3(5Z,8Z,11Z)/18:0)"
HMDB0008367,"PC(20:3(5Z,8Z,11Z)/18:1(11Z))"
HMDB0008368,"PC(20:3(5Z,8Z,11Z)/18:1(9Z))"
HMDB0008369,"PC(20:3(5Z,8Z,11Z)/18:2(9Z,12Z))"
HMDB0008370,"PC(20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z))"
HMDB0008371,"PC(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z))"
HMDB0008372,"PC(20:3(5Z,8Z,11Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0008373,"PC(20:3(5Z,8Z,11Z)/20:0)"
HMDB0008374,"PC(20:3(5Z,8Z,11Z)/20:1(11Z))"
HMDB0008375,"PC(20:3(5Z,8Z,11Z)/20:2(11Z,14Z))"
HMDB0008376,"PC(20:3(5Z,8Z,11Z)/20:3(5Z,8Z,11Z))"
HMDB0008377,"PC(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z))"
HMDB0008378,"PC(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0008379,"PC(20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0008380,"PC(20:3(5Z,8Z,11Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0008381,"PC(20:3(5Z,8Z,11Z)/22:0)"
HMDB0008382,"PC(20:3(5Z,8Z,11Z)/22:1(13Z))"
HMDB0008383,"PC(20:3(5Z,8Z,11Z)/22:2(13Z,16Z))"
HMDB0008384,"PC(20:3(5Z,8Z,11Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0008385,"PC(20:3(5Z,8Z,11Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0008386,"PC(20:3(5Z,8Z,11Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0008387,"PC(20:3(5Z,8Z,11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0008388,"PC(20:3(5Z,8Z,11Z)/24:0)"
HMDB0008389,"PC(20:3(5Z,8Z,11Z)/24:1(15Z))"
HMDB0008390,"PC(20:3(5Z,8Z,11Z)/P-16:0)"
HMDB0008391,"PC(20:3(5Z,8Z,11Z)/P-18:0)"
HMDB0008392,"PC(20:3(5Z,8Z,11Z)/P-18:1(11Z))"
HMDB0008393,"PC(20:3(5Z,8Z,11Z)/P-18:1(9Z))"
HMDB0008394,"PC(20:3(8Z,11Z,14Z)/14:0)"
HMDB0008395,"PC(20:3(8Z,11Z,14Z)/14:1(9Z))"
HMDB0008396,"PC(20:3(8Z,11Z,14Z)/15:0)"
HMDB0008397,"PC(20:3(8Z,11Z,14Z)/16:0)"
HMDB0008398,"PC(20:3(8Z,11Z,14Z)/16:1(9Z))"
HMDB0008399,"PC(20:3(8Z,11Z,14Z)/18:0)"
HMDB0008400,"PC(20:3(8Z,11Z,14Z)/18:1(11Z))"
HMDB0008401,"PC(20:3(8Z,11Z,14Z)/18:1(9Z))"
HMDB0008402,"PC(20:3(8Z,11Z,14Z)/18:2(9Z,12Z))"
HMDB0008403,"PC(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z))"
HMDB0008404,"PC(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z))"
HMDB0008405,"PC(20:3(8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0008406,"PC(20:3(8Z,11Z,14Z)/20:0)"
HMDB0008407,"PC(20:3(8Z,11Z,14Z)/20:2(11Z,14Z))"
HMDB0008408,"PC(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z))"
HMDB0008409,"PC(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))"
HMDB0008410,"PC(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0008411,"PC(20:3(8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0008412,"PC(20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0008413,"PC(20:3(8Z,11Z,14Z)/22:0)"
HMDB0008414,"PC(20:3(8Z,11Z,14Z)/22:1(13Z))"
HMDB0008415,"PC(20:3(8Z,11Z,14Z)/22:2(13Z,16Z))"
HMDB0008416,"PC(20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0008417,"PC(20:3(8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0008418,"PC(20:3(8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0008419,"PC(20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0008420,"PC(20:3(8Z,11Z,14Z)/24:0)"
HMDB0008421,"PC(20:3(8Z,11Z,14Z)/24:1(15Z))"
HMDB0008422,"PC(20:3(8Z,11Z,14Z)/P-16:0)"
HMDB0008423,"PC(20:3(8Z,11Z,14Z)/P-18:0)"
HMDB0008424,"PC(20:3(8Z,11Z,14Z)/P-18:1(11Z))"
HMDB0008425,"PC(20:3(8Z,11Z,14Z)/P-18:1(9Z))"
HMDB0008426,"PC(20:4(5Z,8Z,11Z,14Z)/14:0)"
HMDB0008427,"PC(20:4(5Z,8Z,11Z,14Z)/14:1(9Z))"
HMDB0008428,"PC(20:4(5Z,8Z,11Z,14Z)/15:0)"
HMDB0008429,"PC(20:4(5Z,8Z,11Z,14Z)/16:0)"
HMDB0008430,"PC(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))"
HMDB0008431,"PC(20:4(5Z,8Z,11Z,14Z)/18:0)"
HMDB0008432,"PC(20:4(5Z,8Z,11Z,14Z)/18:1(11Z))"
HMDB0008433,"PC(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))"
HMDB0008434,"PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))"
HMDB0008435,"PC(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z))"
HMDB0008436,"PC(20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))"
HMDB0008437,"PC(20:4(5Z,8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0008438,"PC(20:4(5Z,8Z,11Z,14Z)/20:0)"
HMDB0008439,"PC(20:4(5Z,8Z,11Z,14Z)/20:1(11Z))"
HMDB0008440,"PC(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z))"
HMDB0008441,"PC(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z))"
HMDB0008442,"PC(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z))"
HMDB0008443,"PC(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0008444,"PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0008445,"PC(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0008446,"PC(20:4(5Z,8Z,11Z,14Z)/22:0)"
HMDB0008447,"PC(20:4(5Z,8Z,11Z,14Z)/22:1(13Z))"
HMDB0008448,"PC(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))"
HMDB0008449,"PC(20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0008450,"PC(20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0008451,"PC(20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0008452,"PC(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0008453,"PC(20:4(5Z,8Z,11Z,14Z)/24:0)"
HMDB0008454,"PC(20:4(5Z,8Z,11Z,14Z)/24:1(15Z))"
HMDB0008455,"PC(20:4(5Z,8Z,11Z,14Z)/P-16:0)"
HMDB0008456,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:0)"
HMDB0008457,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z))"
HMDB0008458,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(9Z))"
HMDB0008459,"PC(20:4(8Z,11Z,14Z,17Z)/14:0)"
HMDB0008460,"PC(20:4(8Z,11Z,14Z,17Z)/14:1(9Z))"
HMDB0008461,"PC(20:4(8Z,11Z,14Z,17Z)/15:0)"
HMDB0008462,"PC(20:4(8Z,11Z,14Z,17Z)/16:0)"
HMDB0008463,"PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))"
HMDB0008464,"PC(20:4(8Z,11Z,14Z,17Z)/18:0)"
HMDB0008465,"PC(20:4(8Z,11Z,14Z,17Z)/18:1(11Z))"
HMDB0008466,"PC(20:4(8Z,11Z,14Z,17Z)/18:1(9Z))"
HMDB0008467,"PC(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z))"
HMDB0008468,"PC(20:4(8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))"
HMDB0008469,"PC(20:4(8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))"
HMDB0008470,"PC(20:4(8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0008471,"PC(20:4(8Z,11Z,14Z,17Z)/20:0)"
HMDB0008472,"PC(20:4(8Z,11Z,14Z,17Z)/20:1(11Z))"
HMDB0008473,"PC(20:4(8Z,11Z,14Z,17Z)/20:2(11Z,14Z))"
HMDB0008474,"PC(20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z))"
HMDB0008475,"PC(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))"
HMDB0008476,"PC(20:4(8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0008477,"PC(20:4(8Z,11Z,14Z,17Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0008478,"PC(20:4(8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0008479,"PC(20:4(8Z,11Z,14Z,17Z)/22:0)"
HMDB0008480,"PC(20:4(8Z,11Z,14Z,17Z)/22:1(13Z))"
HMDB0008481,"PC(20:4(8Z,11Z,14Z,17Z)/22:2(13Z,16Z))"
HMDB0008482,"PC(20:4(8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0008483,"PC(20:4(8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0008484,"PC(20:4(8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
