protein_id,protein_name,drug_id,drug_name,act_type
696,DPP4_HUMAN,2448,sitagliptin,Ki
1079,ELNE_HUMAN,2452,sivelestat,Ki
15379,ACM2_HUMAN,2457,solifenacin,IC50
15325,ACM3_HUMAN,2457,solifenacin,IC50
10475,PGFRB_HUMAN,2459,sorafenib,Kd
17769,KIT_HUMAN,2459,sorafenib,Kd
3405,RAF1_HUMAN,2459,sorafenib,Ki
13343,BRAF_HUMAN,2459,sorafenib,Ki
6304,FLT3_HUMAN,2459,sorafenib,Kd
3437,RET_HUMAN,2459,sorafenib,Kd
15139,VGFR1_HUMAN,2459,sorafenib,Kd
15140,VGFR2_HUMAN,2459,sorafenib,Ki
5362,VGFR3_HUMAN,2459,sorafenib,Kd
15871,ADRB1_HUMAN,2464,sotalol,Ki
15277,ADRB2_HUMAN,2464,sotalol,Ki
17974,KCNH2_HUMAN,2464,sotalol,Ki
570,DRD2_HUMAN,2470,spiperone,Ki
15543,5HT2A_HUMAN,2470,spiperone,Ki
15580,ACE_HUMAN,2474,spirapril,IC50
11754,MCR_HUMAN,2475,spironolactone,IC50
15965,ANDR_HUMAN,2477,stanozolol,
15345,ACHA_HUMAN,2489,suxamethonium,
15307,ACHG_HUMAN,2489,suxamethonium,
15678,ACHB_HUMAN,2489,suxamethonium,
15596,ACHE_HUMAN,2489,suxamethonium,
15266,ACHD_HUMAN,2489,suxamethonium,
18529,OPRM_HUMAN,2491,sufentanil,EC50
11868,LOX5_HUMAN,2525,sulfasalazine,
10479,PGH1_HUMAN,2525,sulfasalazine,
10808,PGH2_HUMAN,2525,sulfasalazine,
4116,S22AC_HUMAN,2528,sulfinpyrazone,IC50
10808,PGH2_HUMAN,2534,sulindac,IC50
570,DRD2_HUMAN,2537,sulpiride,Ki
15254,5HT1B_HUMAN,2543,sumatriptan,Ki
16115,5HT1D_HUMAN,2543,sumatriptan,Ki
10475,PGFRB_HUMAN,2544,sunitinib,Kd
17769,KIT_HUMAN,2544,sunitinib,Kd
6304,FLT3_HUMAN,2544,sunitinib,Kd
15140,VGFR2_HUMAN,2544,sunitinib,Kd
5362,VGFR3_HUMAN,2544,sunitinib,Ki
1969,CSF1R_HUMAN,2544,sunitinib,Kd
10808,PGH2_HUMAN,2546,suprofen,IC50
10479,PGH1_HUMAN,2546,suprofen,IC50
8257,SCTR_HUMAN,2548,secretin human,EC50
15595,ACES_HUMAN,2551,tacrine,Ki
6380,FKB1A_HUMAN,2552,tacrolimus,Kd
10515,PDE5A_HUMAN,2553,tadalafil,Ki
1320,GBRP_HUMAN,2556,talbutal,
1035,GBRD_HUMAN,2556,talbutal,
1031,GBRA1_HUMAN,2556,talbutal,
1315,GBRB1_HUMAN,2556,talbutal,
1283,GBRG2_HUMAN,2556,talbutal,
1316,GBRB3_HUMAN,2556,talbutal,
1313,GBRA5_HUMAN,2556,talbutal,
1309,GBRA3_HUMAN,2556,talbutal,
2748,GBRA2_HUMAN,2556,talbutal,
2778,GBRB2_HUMAN,2556,talbutal,
1311,GBRA4_HUMAN,2556,talbutal,
1365,GBRE_HUMAN,2556,talbutal,
2776,GBRA6_HUMAN,2556,talbutal,
1282,GBRG1_HUMAN,2556,talbutal,
1036,GBRG3_HUMAN,2556,talbutal,
1323,GBRT_HUMAN,2556,talbutal,
767,ESR1_HUMAN,2561,tamoxifen,Ki
10723,RARA_HUMAN,2571,tazarotene,EC50
10648,RARB_HUMAN,2571,tazarotene,EC50
3504,RARG_HUMAN,2571,tazarotene,EC50
15369,5HT4R_HUMAN,2579,tegaserod,Ki
15898,AGTR1_HUMAN,2583,telmisartan,IC50
1031,GBRA1_HUMAN,2585,temazepam,
1283,GBRG2_HUMAN,2585,temazepam,
2778,GBRB2_HUMAN,2585,temazepam,
9079,TOP2A_HUMAN,2590,teniposide,
15277,ADRB2_HUMAN,2598,terbutaline,Ki
6721,HRH1_HUMAN,2600,terfenadine,Ki
13532,CP19A_HUMAN,2606,testolactone,Ki
15965,ANDR_HUMAN,2607,testosterone,EC50
15965,ANDR_HUMAN,2608,testosterone undecanoate,
14338,VMAT2_HUMAN,2609,tetrabenazine,Ki
8363,SCN5A_HUMAN,2610,tetracaine,IC50
4110,SCN2A_HUMAN,2610,tetracaine,IC50
8459,SCN9A_HUMAN,2610,tetracaine,Ki
8481,SCN1A_HUMAN,2610,tetracaine,IC50
8369,SCN3A_HUMAN,2610,tetracaine,IC50
9867,PH4H_HUMAN,2612,sapropterin,Ki
10461,PDE3A_HUMAN,2620,theophylline,Ki
10540,PDE4A_HUMAN,2620,theophylline,Ki
15544,AA2AR_HUMAN,2620,theophylline,Ki
16170,AA1R_HUMAN,2620,theophylline,Ki
15560,AA2BR_HUMAN,2620,theophylline,Ki
1320,GBRP_HUMAN,2626,thiamylal,
1035,GBRD_HUMAN,2626,thiamylal,
1031,GBRA1_HUMAN,2626,thiamylal,
1315,GBRB1_HUMAN,2626,thiamylal,
1283,GBRG2_HUMAN,2626,thiamylal,
1316,GBRB3_HUMAN,2626,thiamylal,
1313,GBRA5_HUMAN,2626,thiamylal,
1309,GBRA3_HUMAN,2626,thiamylal,
2748,GBRA2_HUMAN,2626,thiamylal,
2778,GBRB2_HUMAN,2626,thiamylal,
1311,GBRA4_HUMAN,2626,thiamylal,
1365,GBRE_HUMAN,2626,thiamylal,
2776,GBRA6_HUMAN,2626,thiamylal,
1282,GBRG1_HUMAN,2626,thiamylal,
1036,GBRG3_HUMAN,2626,thiamylal,
1323,GBRT_HUMAN,2626,thiamylal,
570,DRD2_HUMAN,2630,thiethylperazine,Ki
18080,IMDH1_HUMAN,2632,thioguanine,
18029,IMDH2_HUMAN,2632,thioguanine,
1031,GBRA1_HUMAN,2633,thiopental,
1283,GBRG2_HUMAN,2633,thiopental,
2778,GBRB2_HUMAN,2633,thiopental,
570,DRD2_HUMAN,2637,thioridazine,IC50
570,DRD2_HUMAN,2639,thiothixene,Ki
9133,THA_HUMAN,2646,levothyroxine,EC50
16629,THB_HUMAN,2646,levothyroxine,IC50
8507,SC6A1_HUMAN,2648,tiagabine,Ki
18310,P2Y12_HUMAN,2657,ticlopidine,
15325,ACM3_HUMAN,2677,tiotropium bromide,Ki
15360,ADA2B_HUMAN,2683,tizanidine,
15848,ADA2A_HUMAN,2683,tizanidine,EC50
15387,ADA2C_HUMAN,2683,tizanidine,EC50
8481,SCN1A_HUMAN,2686,tocainide,
8479,SCN4A_HUMAN,2686,tocainide,
8214,SCN7A_HUMAN,2686,tocainide,
8363,SCN5A_HUMAN,2686,tocainide,
8459,SCN9A_HUMAN,2686,tocainide,
4110,SCN2A_HUMAN,2686,tocainide,
8369,SCN3A_HUMAN,2686,tocainide,
8255,SCNBA_HUMAN,2686,tocainide,
8483,SCN8A_HUMAN,2686,tocainide,
8364,SCNAA_HUMAN,2686,tocainide,
16117,ABCC8_HUMAN,2694,tolazamide,
19228,KCJ11_HUMAN,2694,tolazamide,
15848,ADA2A_HUMAN,2695,tolazoline,Ki
15934,ADA1A_HUMAN,2695,tolazoline,Ki
15360,ADA2B_HUMAN,2695,tolazoline,Ki
15387,ADA2C_HUMAN,2695,tolazoline,Ki
14141,COMT_HUMAN,2697,tolcapone,Ki
10808,PGH2_HUMAN,2699,tolmetin,IC50
10479,PGH1_HUMAN,2699,tolmetin,IC50
15379,ACM2_HUMAN,2705,tolterodine,Ki
15325,ACM3_HUMAN,2705,tolterodine,Ki
8363,SCN5A_HUMAN,2706,topiramate,
1031,GBRA1_HUMAN,2706,topiramate,
1283,GBRG2_HUMAN,2706,topiramate,
2778,GBRB2_HUMAN,2706,topiramate,
13132,CAH2_HUMAN,2706,topiramate,Ki
13175,CAH4_HUMAN,2706,topiramate,Ki
17630,GRIK1_HUMAN,2706,topiramate,
17706,GRIK2_HUMAN,2706,topiramate,
17708,GRIK3_HUMAN,2706,topiramate,
17624,GRIK4_HUMAN,2706,topiramate,
17625,GRIK5_HUMAN,2706,topiramate,
17952,GRIA1_HUMAN,2706,topiramate,
17704,GRIA2_HUMAN,2706,topiramate,
17705,GRIA3_HUMAN,2706,topiramate,
17449,GRIA4_HUMAN,2706,topiramate,
8481,SCN1A_HUMAN,2706,topiramate,
7685,TOP1M_HUMAN,2707,topotecan,
4556,S12A1_HUMAN,2708,torsemide,IC50
767,ESR1_HUMAN,2709,toremifene,
18529,OPRM_HUMAN,2711,tramadol,Ki
15580,ACE_HUMAN,2712,trandolapril,IC50
10142,PLMN_HUMAN,2713,tranexamic acid,Kd
15970,AOFB_HUMAN,2715,tranylcypromine,IC50
8449,SC6A4_HUMAN,2717,trazodone,Kd
15543,5HT2A_HUMAN,2717,trazodone,Ki
16165,5HT2C_HUMAN,2717,trazodone,Ki
10750,PI2R_HUMAN,2720,treprostinil,EC50
10723,RARA_HUMAN,2722,tretinoin,EC50
10648,RARB_HUMAN,2722,tretinoin,EC50
3504,RARG_HUMAN,2722,tretinoin,EC50
1184,GCR_HUMAN,2725,triamcinolone,Ki
1184,GCR_HUMAN,2726,triamcinolone acetonide,EC50
1184,GCR_HUMAN,2727,triamcinolone diacetate,
4107,SCNNA_HUMAN,2728,triamterene,IC50
8212,SCNNB_HUMAN,2728,triamterene,IC50
4109,SCNNG_HUMAN,2728,triamterene,IC50
1031,GBRA1_HUMAN,2729,triazolam,Ki
1283,GBRG2_HUMAN,2729,triazolam,Ki
2778,GBRB2_HUMAN,2729,triazolam,Ki
1316,GBRB3_HUMAN,2729,triazolam,Ki
2748,GBRA2_HUMAN,2729,triazolam,Ki
1309,GBRA3_HUMAN,2729,triazolam,Ki
1313,GBRA5_HUMAN,2729,triazolam,Ki
1036,GBRG3_HUMAN,2729,triazolam,Ki
1035,GBRD_HUMAN,2729,triazolam,Ki
1315,GBRB1_HUMAN,2729,triazolam,Ki
1311,GBRA4_HUMAN,2729,triazolam,Ki
2776,GBRA6_HUMAN,2729,triazolam,Ki
1282,GBRG1_HUMAN,2729,triazolam,Ki
8380,S12A3_HUMAN,2733,trichlormethiazide,A2
1320,GBRP_HUMAN,2735,triclofos,
1035,GBRD_HUMAN,2735,triclofos,
1031,GBRA1_HUMAN,2735,triclofos,
1315,GBRB1_HUMAN,2735,triclofos,
1283,GBRG2_HUMAN,2735,triclofos,
1316,GBRB3_HUMAN,2735,triclofos,
1313,GBRA5_HUMAN,2735,triclofos,
1309,GBRA3_HUMAN,2735,triclofos,
2748,GBRA2_HUMAN,2735,triclofos,
2778,GBRB2_HUMAN,2735,triclofos,
1311,GBRA4_HUMAN,2735,triclofos,
1365,GBRE_HUMAN,2735,triclofos,
2776,GBRA6_HUMAN,2735,triclofos,
1282,GBRG1_HUMAN,2735,triclofos,
1036,GBRG3_HUMAN,2735,triclofos,
1323,GBRT_HUMAN,2735,triclofos,
15806,ACM1_HUMAN,2737,tridihexethyl,
15325,ACM3_HUMAN,2737,tridihexethyl,
570,DRD2_HUMAN,2740,trifluoperazine,Ki
570,DRD2_HUMAN,2742,triflupromazine,Ki
15806,ACM1_HUMAN,2745,trihexyphenidyl,IC50
15570,3BHS2_HUMAN,2746,trilostane,
6721,HRH1_HUMAN,2749,alimemazine,
13062,CAC1G_HUMAN,2751,trimethadione,
15384,ACHB4_HUMAN,2752,trimetaphan,
15305,ACHA3_HUMAN,2752,trimetaphan,
8206,SC6A2_HUMAN,2758,trimipramine,Ki
8449,SC6A4_HUMAN,2758,trimipramine,Ki
8358,SC6A3_HUMAN,2758,trimipramine,Ki
6721,HRH1_HUMAN,2762,tripelennamine,IC50
6721,HRH1_HUMAN,2763,triprolidine,Ki
19023,PPARG_HUMAN,2767,troglitazone,EC50
15325,ACM3_HUMAN,2774,tropicamide,Ki
16197,5HT3A_HUMAN,2775,tropisetron,Ki
15379,ACM2_HUMAN,2776,trospium,Ki
15325,ACM3_HUMAN,2776,trospium,Ki
15345,ACHA_HUMAN,2781,tubocurarine,IC50
15678,ACHB_HUMAN,2781,tubocurarine,IC50
15266,ACHD_HUMAN,2781,tubocurarine,IC50
15934,ADA1A_HUMAN,2796,urapidil,Ki
15894,ADA1D_HUMAN,2796,urapidil,Ki
15686,ADA1B_HUMAN,2796,urapidil,Ki
12860,NR1H4_HUMAN,2797,ursodiol,
10808,PGH2_HUMAN,2799,valdecoxib,IC50
4915,SSDH_HUMAN,2803,valproic acid,
9079,TOP2A_HUMAN,2805,valrubicin,
15898,AGTR1_HUMAN,2806,valsartan,Ki
15382,ACHB2_HUMAN,2808,varenicline,Ki
15568,ACHA4_HUMAN,2808,varenicline,Ki
10515,PDE5A_HUMAN,2809,vardenafil,IC50
5334,V1AR_HUMAN,2810,vasopressin,Ki
14150,V1BR_HUMAN,2810,vasopressin,Ki
14151,V2R_HUMAN,2810,vasopressin,Ki
15345,ACHA_HUMAN,2811,vecuronium,IC50
15678,ACHB_HUMAN,2811,vecuronium,IC50
15266,ACHD_HUMAN,2811,vecuronium,IC50
8449,SC6A4_HUMAN,2813,venlafaxine,Kd
8206,SC6A2_HUMAN,2813,venlafaxine,Kd
13401,CAC1S_HUMAN,2815,verapamil,
13073,CAC1C_HUMAN,2815,verapamil,IC50
17820,GABT_HUMAN,2819,vigabatrin,
5290,VDR_HUMAN,2838,ergocalciferol,
5290,VDR_HUMAN,2840,colecalciferol,EC50
14169,VKOR1_HUMAN,2847,warfarin,IC50
13836,CLTR1_HUMAN,2855,zafirlukast,Ki
1283,GBRG2_HUMAN,2857,zaleplon,EC50
1316,GBRB3_HUMAN,2857,zaleplon,EC50
2748,GBRA2_HUMAN,2857,zaleplon,EC50
11868,LOX5_HUMAN,2862,zileuton,IC50
570,DRD2_HUMAN,2865,ziprasidone,Ki
15543,5HT2A_HUMAN,2865,ziprasidone,Ki
5814,FPPS_HUMAN,2868,zoledronic acid,Ki
15254,5HT1B_HUMAN,2869,zolmitriptan,Ki
16115,5HT1D_HUMAN,2869,zolmitriptan,Ki
1031,GBRA1_HUMAN,2870,zolpidem,EC50
1283,GBRG2_HUMAN,2870,zolpidem,EC50
2778,GBRB2_HUMAN,2870,zolpidem,EC50
1283,GBRG2_HUMAN,2870,zolpidem,Ki
1316,GBRB3_HUMAN,2870,zolpidem,Ki
2748,GBRA2_HUMAN,2870,zolpidem,Ki
1309,GBRA3_HUMAN,2870,zolpidem,Ki
1031,GBRA1_HUMAN,2870,zolpidem,Ki
2778,GBRB2_HUMAN,2870,zolpidem,Ki
8481,SCN1A_HUMAN,2872,zonisamide,
13130,CAC1B_HUMAN,2878,ziconotide,
18039,GNRHR_HUMAN,2958,gonadorelin,IC50
14151,V2R_HUMAN,2959,lypressin,
5334,V1AR_HUMAN,2959,lypressin,
14150,V1BR_HUMAN,2959,lypressin,
18039,GNRHR_HUMAN,2968,triptorelin,EC50
15345,ACHA_HUMAN,2974,doxacurium,
15678,ACHB_HUMAN,2974,doxacurium,
15266,ACHD_HUMAN,2974,doxacurium,
18039,GNRHR_HUMAN,2975,histrelin,
17795,GLR_HUMAN,2994,glucagon,EC50
8481,SCN1A_HUMAN,3016,oxybuprocaine,IC50
4110,SCN2A_HUMAN,3016,oxybuprocaine,IC50
8369,SCN3A_HUMAN,3016,oxybuprocaine,IC50
8364,SCNAA_HUMAN,3016,oxybuprocaine,
7612,TRPV1_HUMAN,3064,capsaicin,Ki
3032,CPSM_HUMAN,3068,carglumic acid,
8481,SCN1A_HUMAN,3070,articaine,IC50
4110,SCN2A_HUMAN,3070,articaine,IC50
8369,SCN3A_HUMAN,3070,articaine,IC50
1184,GCR_HUMAN,3135,desonide,
1184,GCR_HUMAN,3142,difluprednate,
767,ESR1_HUMAN,3187,estriol,Ki
767,ESR1_HUMAN,3188,estrone,EC50
767,ESR1_HUMAN,3248,fosfestrol,
1652,ESR2_HUMAN,3248,fosfestrol,
570,DRD2_HUMAN,3294,iloperidone,Ki
15543,5HT2A_HUMAN,3294,iloperidone,Ki
15965,ANDR_HUMAN,3341,mestanolone,
15965,ANDR_HUMAN,3356,methyltestosterone,EC50
15848,ADA2A_HUMAN,3369,naphazoline,Ki
15360,ADA2B_HUMAN,3369,naphazoline,Ki
15387,ADA2C_HUMAN,3369,naphazoline,Ki
9552,SGMR1_HUMAN,3424,pentazocine,EC50
767,ESR1_HUMAN,3482,polyestradiol phosphate,
15871,ADRB1_HUMAN,3486,practolol,Ki
8481,SCN1A_HUMAN,3496,propoxycaine,IC50
4110,SCN2A_HUMAN,3496,propoxycaine,IC50
8369,SCN3A_HUMAN,3496,propoxycaine,IC50
15970,AOFB_HUMAN,3521,rasagiline,Ki
9939,PE2R2_HUMAN,3529,rioprostil,
10540,PDE4A_HUMAN,3531,roflumilast,IC50
10541,PDE4B_HUMAN,3531,roflumilast,IC50
10463,PDE4C_HUMAN,3531,roflumilast,IC50
10402,PDE4D_HUMAN,3531,roflumilast,IC50
8481,SCN1A_HUMAN,3534,rufinamide,
8479,SCN4A_HUMAN,3534,rufinamide,
8214,SCN7A_HUMAN,3534,rufinamide,
8363,SCN5A_HUMAN,3534,rufinamide,
8459,SCN9A_HUMAN,3534,rufinamide,
4110,SCN2A_HUMAN,3534,rufinamide,
8369,SCN3A_HUMAN,3534,rufinamide,
8255,SCNBA_HUMAN,3534,rufinamide,
8483,SCN8A_HUMAN,3534,rufinamide,
8364,SCNAA_HUMAN,3534,rufinamide,
15898,AGTR1_HUMAN,3542,saralasin,Ki
17480,EDNRA_HUMAN,3548,sitaxentan,Ki
15934,ADA1A_HUMAN,3584,terazosin,Ki
15894,ADA1D_HUMAN,3584,terazosin,Ki
15686,ADA1B_HUMAN,3584,terazosin,Ki
15848,ADA2A_HUMAN,3591,tetryzoline,
15360,ADA2B_HUMAN,3591,tetryzoline,
15387,ADA2C_HUMAN,3591,tetryzoline,
15894,ADA1D_HUMAN,3591,tetryzoline,
15934,ADA1A_HUMAN,3591,tetryzoline,
15686,ADA1B_HUMAN,3591,tetryzoline,
15848,ADA2A_HUMAN,3659,yohimbine,Ki
15360,ADA2B_HUMAN,3659,yohimbine,Ki
15387,ADA2C_HUMAN,3659,yohimbine,Ki
10723,RARA_HUMAN,3862,alitretinoin,EC50
8172,RXRA_HUMAN,3862,alitretinoin,EC50
4571,RXRB_HUMAN,3862,alitretinoin,EC50
4230,RXRG_HUMAN,3862,alitretinoin,EC50
10648,RARB_HUMAN,3862,alitretinoin,EC50
3504,RARG_HUMAN,3862,alitretinoin,EC50
1184,GCR_HUMAN,3911,clobetasone butyrate,
1184,GCR_HUMAN,3920,dexamethasone phosphate,IC50
9079,TOP2A_HUMAN,3944,etoposide phosphate,
15848,ADA2A_HUMAN,3952,guanabenz,Ki
15360,ADA2B_HUMAN,3952,guanabenz,Ki
15387,ADA2C_HUMAN,3952,guanabenz,Ki
1184,GCR_HUMAN,3959,hydrocortisone butyrate,
15871,ADRB1_HUMAN,4061,timolol,Ki
15277,ADRB2_HUMAN,4061,timolol,Ki
10177,PEPA5_HUMAN,4106,sucralfate,
207,CNR1_HUMAN,4109,dronabinol,Ki
18310,P2Y12_HUMAN,4113,prasugrel,
696,DPP4_HUMAN,4114,saxagliptin,Ki
570,DRD2_HUMAN,4115,asenapine,Ki
15543,5HT2A_HUMAN,4115,asenapine,Ki
1137,DYR_HUMAN,4117,pralatrexate,Ki
10475,PGFRB_HUMAN,4118,pazopanib,Kd
17769,KIT_HUMAN,4118,pazopanib,Kd
12122,LCK_HUMAN,4118,pazopanib,Kd
15139,VGFR1_HUMAN,4118,pazopanib,Kd
15140,VGFR2_HUMAN,4118,pazopanib,Kd
5362,VGFR3_HUMAN,4118,pazopanib,Kd
1969,CSF1R_HUMAN,4118,pazopanib,Kd
10102,PGFRA_HUMAN,4118,pazopanib,Kd
6618,FGFR3_HUMAN,4118,pazopanib,Kd
6463,FGFR1_HUMAN,4118,pazopanib,Kd
6974,ITK_HUMAN,4118,pazopanib,
16823,CLCN2_HUMAN,4123,lubiprostone,
6248,HDAC2_HUMAN,4124,vorinostat,Ki
6169,HDAC1_HUMAN,4124,vorinostat,Ki
17781,HDAC3_HUMAN,4124,vorinostat,Ki
6166,HDAC6_HUMAN,4124,vorinostat,Ki
8206,SC6A2_HUMAN,4135,lisdexamfetamine,
14338,VMAT2_HUMAN,4135,lisdexamfetamine,
8358,SC6A3_HUMAN,4135,lisdexamfetamine,
15965,ANDR_HUMAN,4146,testosterone propionate,Ki
15934,ADA1A_HUMAN,4151,silodosin,Ki
6380,FKB1A_HUMAN,4161,temsirolimus,
13904,ATP4A_HUMAN,4162,dexlansoprazole,
13905,ATP4B_HUMAN,4162,dexlansoprazole,
19290,KCNQ3_HUMAN,4163,fampridine,IC50
17648,KCNQ2_HUMAN,4163,fampridine,IC50
17668,KCNH1_HUMAN,4163,fampridine,IC50
19235,KCNA2_HUMAN,4163,fampridine,IC50
7028,KCNA6_HUMAN,4163,fampridine,IC50
19231,KCNA3_HUMAN,4163,fampridine,IC50
19232,KCNA4_HUMAN,4163,fampridine,IC50
19284,KCNA5_HUMAN,4163,fampridine,IC50
7034,KCNC1_HUMAN,4163,fampridine,IC50
17677,KCNQ1_HUMAN,4163,fampridine,IC50
7035,KCNQ4_HUMAN,4163,fampridine,IC50
19291,KCNC4_HUMAN,4163,fampridine,IC50
19288,KCNA1_HUMAN,4163,fampridine,IC50
17974,KCNH2_HUMAN,4163,fampridine,IC50
19237,KCNC3_HUMAN,4163,fampridine,IC50
19287,KCNB1_HUMAN,4163,fampridine,IC50
19209,KCA10_HUMAN,4163,fampridine,IC50
19297,KCNV1_HUMAN,4163,fampridine,IC50
17754,KCNH5_HUMAN,4163,fampridine,IC50
17734,KCNG3_HUMAN,4163,fampridine,IC50
17735,KCNG4_HUMAN,4163,fampridine,IC50
19298,KCNV2_HUMAN,4163,fampridine,IC50
19289,KCNB2_HUMAN,4163,fampridine,IC50
7038,KCNS1_HUMAN,4163,fampridine,IC50
17597,KCNH8_HUMAN,4163,fampridine,IC50
19236,KCNC2_HUMAN,4163,fampridine,IC50
7029,KCNA7_HUMAN,4163,fampridine,IC50
19295,KCNS3_HUMAN,4163,fampridine,IC50
17673,KCNH6_HUMAN,4163,fampridine,IC50
17973,KCNF1_HUMAN,4163,fampridine,IC50
7036,KCNQ5_HUMAN,4163,fampridine,IC50
17535,KCNH7_HUMAN,4163,fampridine,IC50
19292,KCND1_HUMAN,4163,fampridine,IC50
19293,KCND2_HUMAN,4163,fampridine,IC50
17530,KCNG1_HUMAN,4163,fampridine,IC50
17751,KCNG2_HUMAN,4163,fampridine,IC50
17729,KCND3_HUMAN,4163,fampridine,IC50
17641,KCNH3_HUMAN,4163,fampridine,IC50
19238,KCNS2_HUMAN,4163,fampridine,IC50
17534,KCNH4_HUMAN,4163,fampridine,IC50
18144,GLP1R_HUMAN,4164,liraglutide,EC50
6721,HRH1_HUMAN,4165,alcaftadine,
9980,PRGR_HUMAN,4166,ulipristal,IC50
8174,S1PR1_HUMAN,4167,fingolimod,EC50
4199,S1PR5_HUMAN,4167,fingolimod,EC50
4254,S1PR4_HUMAN,4167,fingolimod,EC50
8177,S1PR3_HUMAN,4167,fingolimod,EC50
696,DPP4_HUMAN,4175,linagliptin,IC50
13628,CP17A_HUMAN,4176,abiraterone acetate,IC50
1639,EGFR_HUMAN,4178,vandetanib,Kd
3437,RET_HUMAN,4178,vandetanib,Kd
15140,VGFR2_HUMAN,4178,vandetanib,Kd
17648,KCNQ2_HUMAN,4181,retigabine,EC50
19290,KCNQ3_HUMAN,4181,retigabine,EC50
7036,KCNQ5_HUMAN,4181,retigabine,EC50
7035,KCNQ4_HUMAN,4181,retigabine,EC50
1457,FA10_HUMAN,4182,rivaroxaban,Ki
15277,ADRB2_HUMAN,4183,indacaterol,Ki
18310,P2Y12_HUMAN,4184,ticagrelor,Ki
13343,BRAF_HUMAN,4185,vemurafenib,IC50
13501,BKRB2_HUMAN,4186,icatibant,Ki
6933,MET_HUMAN,4187,crizotinib,Kd
15882,ALK_HUMAN,4187,crizotinib,Ki
12748,JAK1_HUMAN,4190,ruxolitinib,Ki
19360,JAK2_HUMAN,4190,ruxolitinib,Kd
15379,ACM2_HUMAN,4191,fesoterodine,Ki
15325,ACM3_HUMAN,4191,fesoterodine,Ki
18037,IMPA1_HUMAN,4207,lithium carbonate,
17728,GSK3A_HUMAN,4207,lithium carbonate,
17638,GSK3B_HUMAN,4207,lithium carbonate,
15934,ADA1A_HUMAN,4209,prazosin,Ki
15894,ADA1D_HUMAN,4209,prazosin,Ki
15686,ADA1B_HUMAN,4209,prazosin,Ki
1184,GCR_HUMAN,4213,hydrocortisone acetate,
15848,ADA2A_HUMAN,4218,methyldopate,
15360,ADA2B_HUMAN,4218,methyldopate,
15387,ADA2C_HUMAN,4218,methyldopate,
14636,TYRO_HUMAN,4221,mequinol,
8449,SC6A4_HUMAN,4223,vilazodone,IC50
16194,5HT1A_HUMAN,4223,vilazodone,Ki
15139,VGFR1_HUMAN,4225,axitinib,Kd
15140,VGFR2_HUMAN,4225,axitinib,Kd
5362,VGFR3_HUMAN,4225,axitinib,Kd
8087,SMO_HUMAN,4227,vismodegib,Ki
678,CFTR_HUMAN,4228,ivacaftor,EC50
10566,PF2R_HUMAN,4229,tafluprost,
14636,TYRO_HUMAN,4242,avobenzone,
10479,PGH1_HUMAN,4257,bismuth subsalicylate,
10808,PGH2_HUMAN,4257,bismuth subsalicylate,
18529,OPRM_HUMAN,4283,tapentadol,Ki
8206,SC6A2_HUMAN,4283,tapentadol,Ki
1457,FA10_HUMAN,4298,apixaban,Ki
15806,ACM1_HUMAN,4302,glycopyrronium bromide,Ki
15379,ACM2_HUMAN,4302,glycopyrronium bromide,Ki
15325,ACM3_HUMAN,4302,glycopyrronium bromide,Ki
15353,ACM4_HUMAN,4302,glycopyrronium bromide,Ki
15312,ACM5_HUMAN,4302,glycopyrronium bromide,Ki
8481,SCN1A_HUMAN,4303,eslicarbazepine acetate,
8479,SCN4A_HUMAN,4303,eslicarbazepine acetate,
8214,SCN7A_HUMAN,4303,eslicarbazepine acetate,
8363,SCN5A_HUMAN,4303,eslicarbazepine acetate,
8459,SCN9A_HUMAN,4303,eslicarbazepine acetate,
4110,SCN2A_HUMAN,4303,eslicarbazepine acetate,
8369,SCN3A_HUMAN,4303,eslicarbazepine acetate,
8255,SCNBA_HUMAN,4303,eslicarbazepine acetate,
8483,SCN8A_HUMAN,4303,eslicarbazepine acetate,
8364,SCNAA_HUMAN,4303,eslicarbazepine acetate,
8304,SC5A2_HUMAN,4304,dapagliflozin,IC50
10515,PDE5A_HUMAN,4305,avanafil,IC50
8459,SCN9A_HUMAN,4310,lacosamide,IC50
1639,EGFR_HUMAN,4318,afatinib,Kd
989,ERBB2_HUMAN,4318,afatinib,Kd
800,ERBB4_HUMAN,4318,afatinib,Kd
15898,AGTR1_HUMAN,4322,azilsartan medoxomil,IC50
5055,SSR2_HUMAN,4329,pasireotide,IC50
5056,SSR3_HUMAN,4329,pasireotide,IC50
5060,SSR5_HUMAN,4329,pasireotide,IC50
4993,SSR1_HUMAN,4329,pasireotide,IC50
767,ESR1_HUMAN,4334,bazedoxifene,IC50
1652,ESR2_HUMAN,4334,bazedoxifene,IC50
696,DPP4_HUMAN,4340,alogliptin,IC50
15608,ABL1_HUMAN,4359,bosutinib,Kd
4422,SRC_HUMAN,4359,bosutinib,Kd
17768,HCK_HUMAN,4359,bosutinib,Kd
12831,LYN_HUMAN,4359,bosutinib,Kd
12860,NR1H4_HUMAN,4361,chenodiol,EC50
18039,GNRHR_HUMAN,4379,degarelix,Ki
8449,SC6A4_HUMAN,4380,desvenlafaxine,Ki
8206,SC6A2_HUMAN,4380,desvenlafaxine,Ki
8449,SC6A4_HUMAN,4381,dapoxetine,IC50
15544,AA2AR_HUMAN,4390,choline theophyllinate,Ki
15560,AA2BR_HUMAN,4390,choline theophyllinate,Ki
