"protein_id","protein_name","drug_id","drug_name","act_type","act_value"
18890,NTCP2_HUMAN,5468,odevixibat,IC50,9.89000000
794,EPAS1_HUMAN,5469,belzutifan,IC50,8.00000000
1639,EGFR_HUMAN,5471,mobocertinib,Kd,6.67000000
989,ERBB2_HUMAN,5471,mobocertinib,IC50,9.40000000
13134,CALRL_HUMAN,5472,atogepant,Ki,10.82000000
18890,NTCP2_HUMAN,5473,maralixibat hydrochloride,IC50,9.55000000
17891,INAR1_HUMAN,5474,anifrolumab,Kd,9.54000000
6345,GHR_HUMAN,5476,lonapegsomatropin,,
8881,TF_HUMAN,5477,tisotumab vedotin,EC50,8.51000000
5687,IL17_HUMAN,5478,bimekizumab,Kd,11.46000000
19355,IL17F_HUMAN,5478,bimekizumab,Kd,10.55000000
5687,IL17_HUMAN,5478,bimekizumab,Kd,10.59000000
19355,IL17F_HUMAN,5478,bimekizumab,Kd,10.59000000
8775,TBB5_HUMAN,5431,tirbanibulin,Kd,5.90000000
5475,IL13_HUMAN,5479,tralokinumab,Kd,10.22000000
15966,ANPRB_HUMAN,5480,vosoritide,EC50,8.77000000
8358,SC6A3_HUMAN,4230,Ioflupane I-123,Ki,9.21000000
6994,JAK3_HUMAN,5481,peficitinib,IC50,9.15000000
12748,JAK1_HUMAN,5481,peficitinib,IC50,8.41000000
19360,JAK2_HUMAN,5481,peficitinib,IC50,8.30000000
5431,TYK2_HUMAN,5481,peficitinib,IC50,8.32000000
1472,EGLN2_HUMAN,5486,molidustat,IC50,6.32000000
1383,EGLN3_HUMAN,5486,molidustat,IC50,6.35000000
784,EGLN1_HUMAN,5486,molidustat,IC50,6.55000000
6346,GHSR_HUMAN,5487,anamorelin,IC50,8.14000000
6605,FCGRN_HUMAN,5488,pabinafusp alfa,Kd,5.74000000
8984,TFR1_HUMAN,5488,pabinafusp alfa,Kd,9.91000000
19834,MPRI_HUMAN,5488,pabinafusp alfa,Kd,8.04000000
9939,PE2R2_HUMAN,5489,diclofenac etalhyaluronate sodium,,
11754,MCR_HUMAN,5490,esaxerenone,IC50,8.43000000
13449,CA2D1_HUMAN,5491,mirogabalin,Kd,7.87000000
13097,CASR_HUMAN,5482,upacicalcet,,
15608,ABL1_HUMAN,5495,asciminib,IC50,8.59000000
5869,FOLR1_HUMAN,5497,pafolacianine,Kd,7.98000000
10795,PCSK9_HUMAN,5498,inclisiran,IC50,11.54000000
6605,FCGRN_HUMAN,5499,efgartigimod alfa,Kd,8.07000000
9715,TSLP_HUMAN,5500,tezepelumab,,10.80000000
12748,JAK1_HUMAN,5504,abrocitinib,IC50,7.54000000
8206,SC6A2_HUMAN,4577,iobenguane (131I),,
11250,KPYR_HUMAN,5506,mitapivat,AC50,7.89000000
6304,FLT3_HUMAN,5507,pacritinib,IC50,8.52000000
19360,JAK2_HUMAN,5507,pacritinib,IC50,9.00000000
11507,KLK3_HUMAN,5509,lutetium (177Lu) vipivotide tetraxetan,Kd,8.33000000
19910,MYH7_HUMAN,5511,mavacamten,IC50,6.25000000
13053,C1S_HUMAN,5512,sutimlimab,Kd,9.59000000
2926,CD3E_HUMAN,5513,tebentafusp,Kd,7.42000000
2429,CD3G_HUMAN,5513,tebentafusp,Kd,7.42000000
2924,CD3D_HUMAN,5513,tebentafusp,Kd,7.42000000
3760,PMEL_HUMAN,5513,tebentafusp,Kd,10.62000000
16191,"1A03_HUMAN",5513,tebentafusp,Kd,10.62000000
11419,LAG3_HUMAN,5514,relatlimab,Kd,9.92000000
15134,VEGFA_HUMAN,5515,faricimab,Kd,8.76000000
16051,ANGP2_HUMAN,5515,faricimab,Kd,7.70000000
18144,GLP1R_HUMAN,5516,tirzepatide,Ki,8.37000000
17899,GP119_HUMAN,5516,tirzepatide,Ki,9.87000000
6345,GHR_HUMAN,5517,somatrogon,Kd,8.20000000
17480,EDNRA_HUMAN,5518,clazosentan,Ki,9.89000000
18311,P2RX3_HUMAN,5519,gefapixant,IC50,7.37000000
13159,C5AR1_HUMAN,5494,avacopan,IC50,9.35000000
15910,AHR_HUMAN,5521,tapinarof,EC50,9.80000000
426,CSK_HUMAN,785,dasatinib,Kd,9.00000000
795,EPHA8_HUMAN,785,dasatinib,Kd,9.62000000
13506,BMX_HUMAN,785,dasatinib,Kd,8.85000000
15380,ABL2_HUMAN,785,dasatinib,Kd,9.77000000
916,EPHA5_HUMAN,785,dasatinib,Kd,9.62000000
793,EPHA4_HUMAN,785,dasatinib,Kd,8.92000000
6656,FGR_HUMAN,785,dasatinib,Kd,9.30000000
1767,EPHA3_HUMAN,785,dasatinib,Kd,10.03000000
19485,MK14_HUMAN,785,dasatinib,Kd,7.57000000
5767,FRK_HUMAN,785,dasatinib,Kd,9.51000000
6352,GAK_HUMAN,785,dasatinib,Kd,8.59000000
11014,RIPK2_HUMAN,785,dasatinib,Kd,7.51000000
796,EPHB1_HUMAN,785,dasatinib,Kd,9.35000000
3238,DDR1_HUMAN,785,dasatinib,Kd,9.16000000
798,EPHB4_HUMAN,785,dasatinib,Kd,9.47000000
3748,PTK6_HUMAN,785,dasatinib,Kd,8.11000000
8797,TEC_HUMAN,785,dasatinib,Kd,7.89000000
5891,EPHB2_HUMAN,785,dasatinib,Kd,9.41000000
5266,TXK_HUMAN,785,dasatinib,Kd,8.68000000
7812,SIK2_HUMAN,785,dasatinib,Kd,8.19000000
16542,TNI3K_HUMAN,785,dasatinib,Kd,7.96000000
1342,DDR2_HUMAN,785,dasatinib,Kd,8.52000000
13548,BLK_HUMAN,785,dasatinib,Kd,9.68000000
7808,SIK1_HUMAN,785,dasatinib,Kd,8.41000000
4397,SRMS_HUMAN,785,dasatinib,Kd,7.89000000
1477,EPHA1_HUMAN,785,dasatinib,Kd,8.39000000
589,EPHB3_HUMAN,785,dasatinib,Kd,8.16000000
921,EPHB6_HUMAN,785,dasatinib,Kd,10.41000000
9501,SIK3_HUMAN,785,dasatinib,Kd,7.55000000
19810,MP2K5_HUMAN,785,dasatinib,Kd,8.48000000
4850,STK10_HUMAN,1045,erlotinib,Kd,7.72000000
6352,GAK_HUMAN,1045,erlotinib,Kd,8.51000000
9579,SLK_HUMAN,1045,erlotinib,Kd,7.59000000
12099,M3K19_HUMAN,1045,erlotinib,Kd,7.60000000
6352,GAK_HUMAN,1282,gefitinib,Kd,8.15000000
15380,ABL2_HUMAN,1423,imatinib,Kd,8.22000000
3238,DDR1_HUMAN,1423,imatinib,Kd,9.15000000
1342,DDR2_HUMAN,1423,imatinib,Kd,7.82000000
15380,ABL2_HUMAN,1932,nilotinib,Kd,7.59000000
3238,DDR1_HUMAN,1932,nilotinib,Kd,8.96000000
19632,M3K20_HUMAN,1932,nilotinib,Kd,7.96000000
1342,DDR2_HUMAN,1932,nilotinib,Kd,8.22000000
5569,ILK_HUMAN,1932,nilotinib,Kd,7.70000000
13681,ARAF_HUMAN,2459,sorafenib,IC50,8.15000000
19469,MK03_HUMAN,2459,sorafenib,IC50,7.74000000
3238,DDR1_HUMAN,2459,sorafenib,Kd,8.82000000
19632,M3K20_HUMAN,2459,sorafenib,Kd,8.20000000
1342,DDR2_HUMAN,2459,sorafenib,Kd,8.18000000
6050,HIPK4_HUMAN,2459,sorafenib,Kd,8.57000000
10230,PHKG2_HUMAN,2544,sunitinib,Kd,8.23000000
20387,MYLK_HUMAN,2544,sunitinib,Kd,7.64000000
2103,DAPK3_HUMAN,2544,sunitinib,Kd,7.66000000
15296,AAK1_HUMAN,2544,sunitinib,Kd,7.96000000
11331,KS6A2_HUMAN,2544,sunitinib,Kd,7.77000000
10106,PHKG1_HUMAN,2544,sunitinib,Kd,8.26000000
4850,STK10_HUMAN,2544,sunitinib,Kd,7.72000000
4827,ST17A_HUMAN,2544,sunitinib,Kd,9.00000000
7853,TNIK_HUMAN,2544,sunitinib,Kd,7.60000000
13317,BMP2K_HUMAN,2544,sunitinib,Kd,8.26000000
17027,CLK1_HUMAN,2544,sunitinib,Kd,7.66000000
17028,CLK2_HUMAN,2544,sunitinib,Kd,7.70000000
6352,GAK_HUMAN,2544,sunitinib,Kd,7.70000000
5169,STK4_HUMAN,2544,sunitinib,Kd,7.72000000
11452,KS6A5_HUMAN,2544,sunitinib,Kd,7.77000000
17029,CLK4_HUMAN,2544,sunitinib,Kd,7.54000000
16468,UFO_HUMAN,2544,sunitinib,Kd,8.05000000
18248,PAK3_HUMAN,2544,sunitinib,Kd,7.80000000
20297,MYLK4_HUMAN,2544,sunitinib,Kd,7.82000000
6937,KC1D_HUMAN,2544,sunitinib,Kd,7.82000000
5032,STK33_HUMAN,2544,sunitinib,Kd,7.77000000
12235,M4K1_HUMAN,2544,sunitinib,Kd,7.80000000
7070,MERTK_HUMAN,2544,sunitinib,Kd,7.59000000
11258,MINK1_HUMAN,2544,sunitinib,Kd,7.54000000
16241,CHK2_HUMAN,2544,sunitinib,Kd,8.15000000
6012,HIPK2_HUMAN,2544,sunitinib,Kd,7.51000000
5577,IRAK1_HUMAN,2544,sunitinib,Kd,7.85000000
16489,ULK1_HUMAN,2544,sunitinib,Kd,7.64000000
16490,ULK2_HUMAN,2544,sunitinib,Kd,7.89000000
12099,M3K19_HUMAN,2544,sunitinib,Kd,7.77000000
20199,MYLK3_HUMAN,2544,sunitinib,Kd,7.64000000
9835,PIM1_HUMAN,3514,quercetin,Kd,7.60000000
11340,KPCB_HUMAN,3533,ruboxistaurin,IC50,8.33000000
11350,KPCE_HUMAN,3533,ruboxistaurin,Kd,7.96000000
19535,KPCT_HUMAN,3533,ruboxistaurin,Kd,8.60000000
10184,PIM3_HUMAN,3533,ruboxistaurin,Kd,7.92000000
11014,RIPK2_HUMAN,4178,vandetanib,Kd,8.34000000
3238,DDR1_HUMAN,4178,vandetanib,Kd,7.96000000
19632,M3K20_HUMAN,4185,vemurafenib,IC50,7.64000000
4534,RON_HUMAN,4187,crizotinib,Kd,7.60000000
9579,SLK_HUMAN,4187,crizotinib,Kd,7.74000000
16468,UFO_HUMAN,4187,crizotinib,Kd,8.11000000
6878,IRAK3_HUMAN,4187,crizotinib,Kd,7.51000000
7070,MERTK_HUMAN,4187,crizotinib,Kd,8.44000000
921,EPHB6_HUMAN,4187,crizotinib,Kd,8.22000000
9803,PLK4_HUMAN,4225,axitinib,Ki,8.38000000
13991,AURKC_HUMAN,4225,axitinib,Kd,8.89000000
13990,AURKB_HUMAN,4225,axitinib,Kd,7.96000000
19439,KPCG_HUMAN,4226,ingenol mebutate,Ki,9.79000000
795,EPHA8_HUMAN,4359,bosutinib,Kd,8.05000000
4850,STK10_HUMAN,4359,bosutinib,Kd,8.15000000
15380,ABL2_HUMAN,4359,bosutinib,Kd,8.82000000
916,EPHA5_HUMAN,4359,bosutinib,Kd,7.57000000
793,EPHA4_HUMAN,4359,bosutinib,Kd,7.74000000
7853,TNIK_HUMAN,4359,bosutinib,Kd,7.51000000
6656,FGR_HUMAN,4359,bosutinib,Kd,8.20000000
1767,EPHA3_HUMAN,4359,bosutinib,Kd,8.24000000
5767,FRK_HUMAN,4359,bosutinib,Kd,8.85000000
12582,M4K5_HUMAN,4359,bosutinib,Kd,9.30000000
6352,GAK_HUMAN,4359,bosutinib,Kd,8.89000000
9579,SLK_HUMAN,4359,bosutinib,Kd,8.33000000
798,EPHB4_HUMAN,4359,bosutinib,Kd,8.04000000
5891,EPHB2_HUMAN,4359,bosutinib,Kd,8.08000000
7812,SIK2_HUMAN,4359,bosutinib,Kd,7.54000000
12235,M4K1_HUMAN,4359,bosutinib,Kd,7.82000000
12487,M4K3_HUMAN,4359,bosutinib,Kd,8.29000000
13548,BLK_HUMAN,4359,bosutinib,Kd,8.48000000
12581,M4K4_HUMAN,4359,bosutinib,Kd,8.09000000
7808,SIK1_HUMAN,4359,bosutinib,Kd,7.52000000
11734,M4K2_HUMAN,4359,bosutinib,Kd,8.51000000
11258,MINK1_HUMAN,4359,bosutinib,Kd,8.49000000
12603,M3K2_HUMAN,4359,bosutinib,Kd,7.52000000
12099,M3K19_HUMAN,4359,bosutinib,Kd,7.80000000
5163,STK35_HUMAN,4359,bosutinib,Kd,8.70000000
19810,MP2K5_HUMAN,4359,bosutinib,Kd,8.09000000
15380,ABL2_HUMAN,4359,bosutinib,IC50,8.96000000
1477,EPHA1_HUMAN,4654,regorafenib,Kd,8.15000000
19469,MK03_HUMAN,4673,nalfurafine,EC50,9.26000000
19468,MK01_HUMAN,4673,nalfurafine,EC50,9.26000000
2591,DCLK3_HUMAN,4713,tofacitinib,Kd,8.35000000
16468,UFO_HUMAN,4715,cabozantinib,IC50,8.47000000
15380,ABL2_HUMAN,4716,ponatinib,Kd,7.70000000
916,EPHA5_HUMAN,4716,ponatinib,Kd,8.10000000
11014,RIPK2_HUMAN,4716,ponatinib,IC50,8.17000000
3238,DDR1_HUMAN,4716,ponatinib,Kd,7.75000000
2978,CDK19_HUMAN,4716,ponatinib,Kd,7.92000000
2379,CDK8_HUMAN,4716,ponatinib,Kd,8.17000000
11095,RIPK1_HUMAN,4716,ponatinib,IC50,7.92000000
10371,RIPK3_HUMAN,4716,ponatinib,Ki,8.80000000
13681,ARAF_HUMAN,4801,dabrafenib,IC50,7.59000000
2996,CDK2_HUMAN,4801,dabrafenib,Kd,7.72000000
2203,CDK16_HUMAN,4801,dabrafenib,Kd,7.89000000
10371,RIPK3_HUMAN,4801,dabrafenib,IC50,8.70000000
426,CSK_HUMAN,4810,ibrutinib,IC50,8.66000000
13506,BMX_HUMAN,4810,ibrutinib,IC50,9.10000000
3748,PTK6_HUMAN,4810,ibrutinib,IC50,8.48000000
7796,TNK1_HUMAN,4866,ceritinib,Kd,7.57000000
3238,DDR1_HUMAN,4867,dexrabeprazole,Kd,7.85000000
11208,KGP1_HUMAN,4903,nintedanib,Kd,7.85000000
4854,STK16_HUMAN,4903,nintedanib,Kd,7.74000000
9629,TTK_HUMAN,4903,nintedanib,Kd,7.66000000
13317,BMP2K_HUMAN,4903,nintedanib,Kd,8.66000000
17027,CLK1_HUMAN,4903,nintedanib,Kd,8.06000000
2203,CDK16_HUMAN,4903,nintedanib,Kd,7.68000000
5169,STK4_HUMAN,4903,nintedanib,Kd,8.05000000
17029,CLK4_HUMAN,4903,nintedanib,Kd,7.74000000
3238,DDR1_HUMAN,4903,nintedanib,Kd,7.92000000
16468,UFO_HUMAN,4903,nintedanib,Kd,7.92000000
18195,NUAK2_HUMAN,4903,nintedanib,Kd,7.68000000
10189,PI42B_HUMAN,4903,nintedanib,Kd,7.77000000
10277,RIOK1_HUMAN,4903,nintedanib,Kd,7.64000000
5036,STK11_HUMAN,4903,nintedanib,Kd,7.74000000
6967,MELK_HUMAN,4903,nintedanib,Kd,8.31000000
18060,INSRR_HUMAN,4903,nintedanib,Kd,7.68000000
7070,MERTK_HUMAN,4903,nintedanib,Kd,8.07000000
17707,GRK4_HUMAN,4903,nintedanib,Kd,7.77000000
12603,M3K2_HUMAN,4903,nintedanib,Kd,8.03000000
4281,SRPK3_HUMAN,4903,nintedanib,Kd,7.92000000
12109,M3K7_HUMAN,4903,nintedanib,Kd,8.39000000
12099,M3K19_HUMAN,4903,nintedanib,Kd,8.28000000
3725,PRP4B_HUMAN,4903,nintedanib,Kd,8.08000000
19810,MP2K5_HUMAN,4903,nintedanib,Kd,8.74000000
2540,CCND1_HUMAN,4941,palbociclib,IC50,8.42000008
2540,CCND1_HUMAN,4941,palbociclib,IC50,8.69999981
11014,RIPK2_HUMAN,4942,lenvatinib,Kd,7.96000000
15296,AAK1_HUMAN,5202,baricitinib,Kd,7.77000000
19210,KCC2A_HUMAN,5231,midostaurin,Kd,7.70000000
10082,PKN1_HUMAN,5231,midostaurin,Kd,8.03000000
5169,STK4_HUMAN,5231,midostaurin,Kd,7.77000000
12446,MARK3_HUMAN,5231,midostaurin,Kd,7.68000000
10862,PKN2_HUMAN,5231,midostaurin,Kd,7.82000000
19635,M3K9_HUMAN,5231,midostaurin,Kd,7.82000000
12600,M3K11_HUMAN,5231,midostaurin,Kd,7.77000000
8543,TBK1_HUMAN,5231,midostaurin,Kd,8.03000000
12099,M3K19_HUMAN,5231,midostaurin,Kd,7.82000000
4850,STK10_HUMAN,5252,neratinib,Kd,7.89000000
12582,M4K5_HUMAN,5252,neratinib,Kd,9.19000000
4844,STK25_HUMAN,5252,neratinib,Kd,7.92000000
4846,STK26_HUMAN,5252,neratinib,Kd,8.13000000
12487,M4K3_HUMAN,5252,neratinib,Kd,8.11000000
5162,STK24_HUMAN,5252,neratinib,Kd,8.19000000
11258,MINK1_HUMAN,5252,neratinib,Kd,7.54000000
12099,M3K19_HUMAN,5252,neratinib,Kd,7.80000000
5891,EPHB2_HUMAN,5258,tivozanib,IC50,7.76000000
9835,PIM1_HUMAN,5259,abemaciclib,Kd,8.15000000
19211,KCC2D_HUMAN,5259,abemaciclib,Kd,7.72000000
19212,KCC2G_HUMAN,5259,abemaciclib,Kd,7.75000000
17027,CLK1_HUMAN,5259,abemaciclib,Kd,8.15000000
17029,CLK4_HUMAN,5259,abemaciclib,Kd,7.89000000
1971,CSK22_HUMAN,5259,abemaciclib,Kd,7.72000000
2103,DAPK3_HUMAN,5280,fostamatinib,Kd,7.89000000
11373,MK08_HUMAN,5280,fostamatinib,EC50,8.00000000
5092,ST17B_HUMAN,5280,fostamatinib,Kd,8.04000000
9803,PLK4_HUMAN,5280,fostamatinib,Kd,8.38000000
4854,STK16_HUMAN,5280,fostamatinib,Kd,8.77000000
4827,ST17A_HUMAN,5280,fostamatinib,Kd,7.50000000
13732,AURKA_HUMAN,5280,fostamatinib,Kd,7.53000000
19481,MK09_HUMAN,5280,fostamatinib,EC50,8.00000000
3238,DDR1_HUMAN,5280,fostamatinib,Kd,8.03000000
15001,ZAP70_HUMAN,5280,fostamatinib,Kd,7.68000000
7796,TNK1_HUMAN,5280,fostamatinib,Kd,7.60000000
1971,CSK22_HUMAN,5280,fostamatinib,Kd,7.85000000
5589,IKKE_HUMAN,5280,fostamatinib,Kd,7.89000000
12333,NEK7_HUMAN,5280,fostamatinib,Kd,7.96000000
1118,E2AK4_HUMAN,5280,fostamatinib,Kd,8.48000000
6878,IRAK3_HUMAN,5280,fostamatinib,Kd,7.96000000
13548,BLK_HUMAN,5280,fostamatinib,Kd,7.60000000
19635,M3K9_HUMAN,5280,fostamatinib,Kd,8.37000000
12100,M3K10_HUMAN,5280,fostamatinib,Kd,8.42000000
12600,M3K11_HUMAN,5280,fostamatinib,Kd,7.96000000
12563,NEK5_HUMAN,5280,fostamatinib,Kd,7.89000000
11560,NEK9_HUMAN,5280,fostamatinib,Kd,7.80000000
10027,PLK3_HUMAN,5280,fostamatinib,Kd,8.29000000
8543,TBK1_HUMAN,5280,fostamatinib,Kd,7.64000000
5577,IRAK1_HUMAN,5280,fostamatinib,Kd,8.01000000
16489,ULK1_HUMAN,5280,fostamatinib,Kd,7.85000000
16490,ULK2_HUMAN,5280,fostamatinib,Kd,7.72000000
16491,ULK3_HUMAN,5280,fostamatinib,Kd,8.15000000
12500,LRRK2_HUMAN,5280,fostamatinib,Kd,7.57000000
12565,NEK6_HUMAN,5280,fostamatinib,Kd,8.20000000
15693,ADCK1_HUMAN,5280,fostamatinib,Kd,7.62000000
12002,LIMK1_HUMAN,5289,encorafenib,Kd,7.58000000
15296,AAK1_HUMAN,5306,gilteritinib,Kd,7.60000000
9803,PLK4_HUMAN,5306,gilteritinib,Kd,7.75000000
6352,GAK_HUMAN,5306,gilteritinib,Kd,8.05000000
6878,IRAK3_HUMAN,5306,gilteritinib,Kd,8.15000000
16491,ULK3_HUMAN,5306,gilteritinib,Kd,8.22000000
16468,UFO_HUMAN,5306,gilteritinib,IC50,9.10000000
7070,MERTK_HUMAN,5306,gilteritinib,IC50,8.52000000
19535,KPCT_HUMAN,5343,pexidartinib,Kd,8.22000000
2103,DAPK3_HUMAN,5347,fedratinib,Kd,8.92000000
3152,DAPK2_HUMAN,5347,fedratinib,Kd,7.54000000
4854,STK16_HUMAN,5347,fedratinib,Kd,8.18000000
13317,BMP2K_HUMAN,5347,fedratinib,Kd,7.50000000
6352,GAK_HUMAN,5347,fedratinib,Kd,8.96000000
2591,DCLK3_HUMAN,5347,fedratinib,Kd,7.89000000
3273,DAPK1_HUMAN,5347,fedratinib,Kd,7.80000000
12099,M3K19_HUMAN,5347,fedratinib,Kd,7.72000000
15272,ACVR1_HUMAN,5507,pacritinib,Kd,7.66000000
5036,STK11_HUMAN,5507,pacritinib,Kd,8.52000000
7537,TSSK1_HUMAN,4866,ceritinib,IC50,7.63827229
11350,KPCE_HUMAN,4226,ingenol mebutate,EC50,8.95860767
11512,KPCD1_HUMAN,4226,ingenol mebutate,EC50,7.52287865
10162,PK3CB_HUMAN,5256,copanlisib,IC50,8.43179798
6656,FGR_HUMAN,4810,ibrutinib,IC50,8.48148600
8797,TEC_HUMAN,4810,ibrutinib,IC50,8.15490200
5266,TXK_HUMAN,4810,ibrutinib,IC50,8.69897000
13548,BLK_HUMAN,4810,ibrutinib,IC50,10.00000000
13506,BMX_HUMAN,5423,tirabrutinib hydrochloride,IC50,8.22000000
3238,DDR1_HUMAN,5412,pralsetinib,IC50,8.70000000
18195,NUAK2_HUMAN,5442,trilaciclib,Kd,9.15000000
11800,NEK10_HUMAN,5442,trilaciclib,Kd,9.57000000
5266,TXK_HUMAN,5471,mobocertinib,IC50,8.64000000
13548,BLK_HUMAN,5471,mobocertinib,IC50,9.70000000
737,GPR17_HUMAN,91,adenosine triphosphate,EC50,7.43000000
572,DRD4_HUMAN,191,amoxapine,Ki,7.47000000
16199,"5HT6R_HUMAN",191,amoxapine,Ki,7.30000000
572,DRD4_HUMAN,228,apomorphine,Ki,8.05000000
14145,DRD5_HUMAN,228,apomorphine,Ki,7.80000000
16195,AA3R_HUMAN,255,atenolol,IC50,8.75000000
16195,AA3R_HUMAN,282,baclofen,IC50,7.30000000
15897,AGRG3_HUMAN,294,beclometasone dipropionate,EC50,8.50000000
16199,"5HT6R_HUMAN",403,bromocriptine,Ki,7.50000000
18387,OPRX_HUMAN,434,buprenorphine,Ki,7.11000000
14145,DRD5_HUMAN,460,cabergoline,Ki,7.70000000
572,DRD4_HUMAN,460,cabergoline,Ki,7.30000000
16199,"5HT6R_HUMAN",623,chlorprothixene,Ki,8.52000000
14145,DRD5_HUMAN,623,chlorprothixene,Ki,8.05000000
572,DRD4_HUMAN,670,clebopride,Ki,8.49000000
16195,AA3R_HUMAN,852,diazepam,IC50,7.92000000
333,CXCR1_HUMAN,865,diclofenac,IC50,7.92000000
813,GPR35_HUMAN,867,dicoumarol,Ki,7.41000000
16199,"5HT6R_HUMAN",887,dihydroergocristine,Ki,7.72000000
16199,"5HT6R_HUMAN",888,dihydroergotamine,Ki,8.83000000
15624,"5HT1E_HUMAN",995,eletriptan,Ki,7.20000000
15294,"5HT5A_HUMAN",1043,ergotamine,Ki,7.85000000
16199,"5HT6R_HUMAN",1043,ergotamine,Ki,8.60000000
18008,GPER1_HUMAN,1059,estradiol cypionate,Ki,8.57000000
14145,DRD5_HUMAN,1211,flupentixol,Ki,8.10000000
17959,GRM3_HUMAN,1310,glutamic acid,Ki,7.40000000
19808,O51E2_HUMAN,1319,glycine,EC50,7.24000000
5494,HRH4_HUMAN,1375,histamine,Ki,8.10000000
16195,AA3R_HUMAN,1427,imipramine,IC50,8.36000000
16421,T2R14_HUMAN,1499,isoprenaline,EC50,8.31000000
8707,T2R46_HUMAN,1499,isoprenaline,EC50,8.31000000
8554,T2R38_HUMAN,1499,isoprenaline,EC50,8.31000000
8555,T2R39_HUMAN,1499,isoprenaline,EC50,8.31000000
8556,T2R40_HUMAN,1499,isoprenaline,EC50,8.31000000
8557,T2R41_HUMAN,1499,isoprenaline,EC50,8.31000000
8558,T2R43_HUMAN,1499,isoprenaline,EC50,8.31000000
16425,T2R31_HUMAN,1499,isoprenaline,EC50,8.31000000
8559,T2R45_HUMAN,1499,isoprenaline,EC50,8.31000000
16424,T2R30_HUMAN,1499,isoprenaline,EC50,8.31000000
16423,T2R19_HUMAN,1499,isoprenaline,EC50,8.31000000
8553,T2R20_HUMAN,1499,isoprenaline,EC50,8.31000000
8708,T2R50_HUMAN,1499,isoprenaline,EC50,8.31000000
16428,T2R60_HUMAN,1499,isoprenaline,EC50,8.31000000
16427,T2R42_HUMAN,1499,isoprenaline,EC50,8.31000000
16422,T2R16_HUMAN,1499,isoprenaline,EC50,8.31000000
8552,T2R13_HUMAN,1499,isoprenaline,EC50,8.31000000
8551,T2R10_HUMAN,1499,isoprenaline,EC50,8.31000000
16433,TA2R9_HUMAN,1499,isoprenaline,EC50,8.31000000
8565,TA2R8_HUMAN,1499,isoprenaline,EC50,8.31000000
8717,TA2R7_HUMAN,1499,isoprenaline,EC50,8.31000000
16431,TA2R5_HUMAN,1499,isoprenaline,EC50,8.31000000
8563,TA2R4_HUMAN,1499,isoprenaline,EC50,8.31000000
16432,TA2R3_HUMAN,1499,isoprenaline,EC50,8.31000000
8564,TA2R1_HUMAN,1499,isoprenaline,EC50,8.31000000
333,CXCR1_HUMAN,1513,itraconazole,IC50,7.00000000
16195,AA3R_HUMAN,1524,ketanserin,IC50,8.57000000
572,DRD4_HUMAN,1524,ketanserin,Ki,8.46000000
14145,DRD5_HUMAN,1588,lisuride,Ki,8.50000000
572,DRD4_HUMAN,1588,lisuride,Ki,8.30000000
15952,AGTR2_HUMAN,1610,losartan,Kd,8.43000000
16199,"5HT6R_HUMAN",1613,loxapine,Ki,7.82000000
572,DRD4_HUMAN,1613,loxapine,Ki,8.31000000
572,DRD4_HUMAN,1621,lysergide,Ki,7.25000000
15294,"5HT5A_HUMAN",1621,lysergide,Ki,8.05000000
15624,"5HT1E_HUMAN",1621,lysergide,Ki,7.03000000
12406,LT4R1_HUMAN,1637,masoprocol,IC50,7.07000000
16199,"5HT6R_HUMAN",1723,metergoline,Ki,7.40000000
15624,"5HT1E_HUMAN",1764,methylergometrine,Ki,7.20000000
15294,"5HT5A_HUMAN",1775,methysergide,Ki,7.00000000
572,DRD4_HUMAN,1847,mosapramine,Ki,10.52000000
382,CNR2_HUMAN,1862,nabilone,Ki,8.20000000
16195,AA3R_HUMAN,1878,naloxone,IC50,8.80000000
15624,"5HT1E_HUMAN",1884,naratriptan,Ki,7.70000000
572,DRD4_HUMAN,1895,nemonapride,Kd,9.68000000
16199,"5HT6R_HUMAN",2105,pergolide,Ki,7.75000000
572,DRD4_HUMAN,2112,perospirone,Ki,10.05000000
16195,AA3R_HUMAN,2200,pirenzepine,IC50,7.66000000
572,DRD4_HUMAN,2233,pramipexole,Ki,9.31000000
16195,AA3R_HUMAN,2320,protriptyline,IC50,8.96000000
16195,AA3R_HUMAN,2331,mepyramine,IC50,8.89000000
2488,CCR1_HUMAN,2352,raltegravir,Ki,8.30000000
10514,PD2R2_HUMAN,2354,ramatroban,Ki,8.37000000
572,DRD4_HUMAN,2407,rotigotine,Ki,7.26000000
16199,"5HT6R_HUMAN",2435,sertindole,Ki,8.30000000
572,DRD4_HUMAN,2435,sertindole,Ki,7.96000000
572,DRD4_HUMAN,2470,spiperone,Ki,9.70000000
572,DRD4_HUMAN,2563,tandospirone,Ki,8.14000000
15952,AGTR2_HUMAN,2583,telmisartan,IC50,9.48000000
572,DRD4_HUMAN,2601,terguride,Ki,8.10000000
16195,AA3R_HUMAN,2620,theophylline,Ki,7.85000000
16199,"5HT6R_HUMAN",2637,thioridazine,Ki,7.20000000
572,DRD4_HUMAN,2875,zotepine,Ki,7.41000000
16199,"5HT6R_HUMAN",2875,zotepine,Ki,8.30000000
10961,NK3R_HUMAN,2955,eledoisin,EC50,9.66000000
16195,AA3R_HUMAN,3201,kainic acid,IC50,7.11000000
16199,"5HT6R_HUMAN",3521,rasagiline,Ki,8.85000000
